Feature1,Feature2,Feature3,Feature4,Feature5,Count_Total,Num_Objects,Avg_Object,Min_Object,Max_Object
58,60,62,72,,41,19,2.1578947368421053,1,5
58,60,64,72,,41,19,2.1578947368421053,1,5
33,34,57,62,64,41,17,2.411764705882353,1,5
33,58,62,64,72,41,20,2.05,1,5
61,64,,,,40,14,2.857142857142857,1,8
64,69,,,,40,16,2.5,1,8
33,57,58,67,,40,17,2.3529411764705883,1,8
34,48,62,65,,40,2,20.0,16,24
33,34,48,62,65,40,2,20.0,16,24
33,58,60,62,72,40,18,2.2222222222222223,1,5
34,48,58,62,65,40,2,20.0,16,24
34,62,64,65,67,40,13,3.076923076923077,1,10
57,58,60,62,64,40,19,2.1052631578947367,1,8
34,66,,,,39,10,3.9,1,17
35,61,,,,39,8,4875,1,11
57,70,,,,39,14,2.7857142857142856,1,8
33,35,61,,,39,8,4875,1,11
33,58,69,,,39,15,2.6,1,9
33,61,64,,,39,13,3.0,1,8
33,60,64,72,,39,18,2.1666666666666665,1,5
34,60,65,67,,39,11,3.5454545454545454,1,10
60,62,64,72,,39,19,2.0526315789473686,1,5
33,34,60,65,67,39,11,3.5454545454545454,1,10
33,34,66,,,38,9,4.222222222222222,1,17
34,64,72,,,38,19,2.0,1,4
35,58,61,,,38,8,4.75,1,10
57,62,65,,,38,17,2.235294117647059,1,5
58,62,69,,,38,14,2.7142857142857144,1,8
58,64,69,,,38,15,2.533333333333333,1,8
33,34,64,72,,38,19,2.0,1,4
33,35,58,61,,38,8,4.75,1,10
33,57,58,65,,38,18,2.111111111111111,1,5
34,58,62,72,,38,18,2.111111111111111,1,5
33,34,58,62,72,38,18,2.111111111111111,1,5
34,60,62,65,67,38,11,3.4545454545454546,1,10
48,67,,,,37,4,9.25,3,20
33,48,67,,,37,4,9.25,3,20
48,58,67,,,37,4,9.25,3,20
48,62,67,,,37,4,9.25,3,20
58,61,64,,,37,12,3.0833333333333335,1,7
33,48,58,67,,37,4,9.25,3,20
33,48,62,67,,37,4,9.25,3,20
33,58,61,64,,37,12,3.0833333333333335,1,7
48,58,62,67,,37,4,9.25,3,20
60,64,65,67,,37,11,3.3636363636363638,1,9
33,48,58,62,67,37,4,9.25,3,20
33,58,60,64,72,37,17,2.176470588235294,1,5
33,60,62,64,72,37,18,2.0555555555555554,1,5
33,60,64,65,67,37,11,3.3636363636363638,1,9
34,58,60,65,67,37,11,3.3636363636363638,1,9
58,60,62,64,72,37,18,2.0555555555555554,1,5
34,69,,,,36,11,3.272727272727273,1,10
33,34,69,,,36,11,3.272727272727273,1,10
35,57,64,,,36,7,5.142857142857143,1,10
33,35,57,64,,36,7,5.142857142857143,1,10
57,58,60,67,,36,17,2.1176470588235294,1,6
33,57,60,62,64,36,19,1.894736842105263,1,5
34,57,58,60,62,36,17,2.1176470588235294,1,5
34,57,58,60,64,36,15,2.4,1,7
60,62,64,65,67,36,11,3.272727272727273,1,9
67,71,,,,35,14,2.5,1,7
67,72,,,,35,14,2.5,1,7
35,60,63,,,35,9,3.888888888888889,2,11
48,60,67,,,35,4,8.75,3,19
33,35,60,63,,35,9,3.888888888888889,2,11
33,48,60,67,,35,4,8.75,3,19
33,57,62,65,,35,16,2.1875,1,5
34,58,64,72,,35,17,2.0588235294117645,1,4
34,62,64,72,,35,18,1.9444444444444444,1,4
48,58,60,67,,35,4,8.75,3,19
48,60,62,67,,35,4,8.75,3,19
33,34,58,64,72,35,17,2.0588235294117645,1,4
33,34,62,64,72,35,18,1.9444444444444444,1,4
33,48,58,60,67,35,4,8.75,3,19
33,48,60,62,67,35,4,8.75,3,19
48,58,60,62,67,35,4,8.75,3,19
58,60,64,65,67,35,11,3.1818181818181817,1,8
33,62,69,,,34,13,2.6153846153846154,1,8
33,64,69,,,34,14,2.4285714285714284,1,8
33,67,71,,,34,14,2.4285714285714284,1,7
57,60,65,,,34,16,2125,1,4
57,64,67,,,34,16,2125,1,5
62,64,69,,,34,15,2.2666666666666666,1,8
33,57,60,67,,34,14,2.4285714285714284,1,8
34,60,62,63,,34,11,3.090909090909091,1,8
35,58,60,63,,34,9,3.7777777777777777,1,11
33,34,60,62,63,34,11,3.090909090909091,1,8
33,35,58,60,63,34,9,3.7777777777777777,1,11
34,57,58,62,64,34,14,2.4285714285714284,1,5
34,60,64,65,67,34,10,3.4,1,9
33,67,72,,,33,12,2.75,1,7
34,57,63,,,33,10,3.3,1,11
57,58,63,,,33,14,2.357142857142857,1,8
58,67,71,,,33,13,2.5384615384615383,1,7
58,67,72,,,33,14,2.357142857142857,1,6
33,34,57,63,,33,10,3.3,1,11
34,58,62,64,72,33,16,2.0625,1,4
61,62,,,,32,12,2.6666666666666665,1,6
35,62,63,,,32,6,5.333333333333333,1,12
57,58,70,,,32,11,2.909090909090909,1,7
33,35,62,63,,32,6,5.333333333333333,1,12
33,58,64,69,,32,13,2.4615384615384617,1,8
33,58,67,71,,32,13,2.4615384615384617,1,7
34,57,58,65,,32,16,2.0,1,5
35,58,62,63,,32,6,5.333333333333333,1,12
58,62,64,69,,32,14,2.2857142857142856,1,8
33,34,57,58,65,32,16,2.0,1,5
33,35,58,62,63,32,6,5.333333333333333,1,12
57,64,70,,,31,9,3.4444444444444446,1,8
33,58,62,69,,31,12,2.5833333333333335,1,8
33,58,67,72,,31,12,2.5833333333333335,1,6
34,48,60,65,,31,2,15.5,15,16
33,34,48,60,65,31,2,15.5,15,16
34,48,58,60,65,31,2,15.5,15,16
34,58,60,62,63,31,11,2.8181818181818183,1,8
58,66,,,,30,9,3.3333333333333335,1,16
60,68,,,,30,15,2.0,1,5
62,68,,,,30,15,2.0,1,4
34,60,72,,,30,15,2.0,1,4
57,60,70,,,30,13,2.3076923076923075,1,7
33,34,60,72,,30,15,2.0,1,4
33,57,58,63,,30,12,2.5,1,8
34,60,62,72,,30,15,2.0,1,4
33,34,60,62,72,30,15,2.0,1,4
33,57,58,60,67,30,14,2.142857142857143,1,6
35,65,,,,29,10,2.9,1,10
48,57,,,,29,2,14.5,10,19
58,68,,,,29,14,2.0714285714285716,1,4
33,35,65,,,29,10,2.9,1,10
33,48,57,,,29,2,14.5,10,19
33,58,66,,,29,8,3625,1,16
34,57,67,,,29,12,2.4166666666666665,1,7
35,48,57,,,29,2,14.5,10,19
35,48,67,,,29,3,9.666666666666666,3,20
48,57,58,,,29,2,14.5,10,19
48,57,60,,,29,2,14.5,10,19
48,57,62,,,29,2,14.5,10,19
58,61,62,,,29,11,2.6363636363636362,1,6
60,67,71,,,29,10,2.9,1,7
64,67,71,,,29,12,2.4166666666666665,1,7
33,35,48,57,,29,2,14.5,10,19
33,35,48,67,,29,3,9.666666666666666,3,20
33,48,57,58,,29,2,14.5,10,19
33,48,57,60,,29,2,14.5,10,19
33,48,57,62,,29,2,14.5,10,19
33,57,60,65,,29,15,1.9333333333333333,1,4
33,62,64,69,,29,13,2.230769230769231,1,8
34,58,60,72,,29,14,2.0714285714285716,1,4
34,60,64,72,,29,14,2.0714285714285716,1,4
35,48,57,58,,29,2,14.5,10,19
35,48,57,60,,29,2,14.5,10,19
35,48,57,62,,29,2,14.5,10,19
35,48,58,67,,29,3,9.666666666666666,3,20
35,48,62,67,,29,3,9.666666666666666,3,20
35,57,58,64,,29,6,4.833333333333333,1,8
48,57,58,60,,29,2,14.5,10,19
48,57,58,62,,29,2,14.5,10,19
48,57,60,62,,29,2,14.5,10,19
57,58,64,67,,29,14,2.0714285714285716,1,5
57,58,64,70,,29,9,3.2222222222222223,1,7
33,34,58,60,72,29,14,2.0714285714285716,1,4
33,34,60,64,72,29,14,2.0714285714285716,1,4
33,35,48,57,58,29,2,14.5,10,19
33,35,48,57,60,29,2,14.5,10,19
33,35,48,57,62,29,2,14.5,10,19
33,35,48,58,67,29,3,9.666666666666666,3,20
33,35,48,62,67,29,3,9.666666666666666,3,20
33,35,57,58,64,29,6,4.833333333333333,1,8
33,48,57,58,60,29,2,14.5,10,19
33,48,57,58,62,29,2,14.5,10,19
33,48,57,60,62,29,2,14.5,10,19
34,58,60,62,72,29,14,2.0714285714285716,1,4
34,60,62,64,72,29,14,2.0714285714285716,1,4
35,48,57,58,60,29,2,14.5,10,19
35,48,57,58,62,29,2,14.5,10,19
35,48,57,60,62,29,2,14.5,10,19
35,48,58,62,67,29,3,9.666666666666666,3,20
48,57,58,60,62,29,2,14.5,10,19
33,61,62,,,28,11,2.5454545454545454,1,6
34,58,69,,,28,10,2.8,1,9
34,67,71,,,28,12,2.3333333333333335,1,6
60,62,68,,,28,15,1.8666666666666667,1,4
60,63,64,,,28,14,2.0,1,4
62,67,71,,,28,10,2.8,1,6
33,34,57,67,,28,12,2.3333333333333335,1,7
33,34,58,69,,28,10,2.8,1,9
33,34,67,71,,28,12,2.3333333333333335,1,6
33,57,64,67,,28,14,2.0,1,5
33,60,67,71,,28,10,2.8,1,7
33,64,67,71,,28,12,2.3333333333333335,1,7
34,57,62,65,,28,14,2.0,1,5
57,58,60,65,,28,15,1.8666666666666667,1,4
58,60,63,64,,28,14,2.0,1,4
58,64,67,71,,28,12,2.3333333333333335,1,7
33,34,57,62,65,28,14,2.0,1,5
34,48,60,62,65,28,2,14.0,12,16
34,58,60,64,72,28,13,2.1538461538461537,1,4
35,66,,,,27,4,6.75,1,20
64,68,,,,27,12,2.25,1,5
33,35,66,,,27,4,6.75,1,20
35,61,64,,,27,7,3.857142857142857,1,8
58,60,68,,,27,14,1.9285714285714286,1,4
58,62,68,,,27,14,1.9285714285714286,1,4
33,35,61,64,,27,7,3.857142857142857,1,8
33,62,67,71,,27,10,2.7,1,6
34,58,67,71,,27,12,2.25,1,6
35,48,60,67,,27,3,9.0,3,19
58,60,67,71,,27,9,3.0,1,7
58,62,67,71,,27,10,2.7,1,6
33,34,58,67,71,27,12,2.25,1,6
33,35,48,60,67,27,3,9.0,3,19
33,58,62,64,69,27,12,2.25,1,8
33,58,64,67,71,27,12,2.25,1,7
35,48,58,60,67,27,3,9.0,3,19
35,48,60,62,67,27,3,9.0,3,19
33,68,,,,26,12,2.1666666666666665,1,5
57,72,,,,26,16,1625,1,3
62,66,,,,26,10,2.6,1,10
34,62,69,,,26,8,3.25,1,8
34,63,64,,,26,12,2.1666666666666665,1,4
34,67,72,,,26,10,2.6,1,7
35,57,66,,,26,4,6.5,1,20
35,64,67,,,26,8,3.25,1,7
57,62,63,,,26,8,3.25,1,8
57,64,65,,,26,14,1.8571428571428572,1,4
64,67,72,,,26,13,2.0,1,4
33,34,62,69,,26,8,3.25,1,8
33,34,63,64,,26,12,2.1666666666666665,1,4
33,34,67,72,,26,10,2.6,1,7
33,35,57,66,,26,4,6.5,1,20
33,35,64,67,,26,8,3.25,1,7
33,58,61,62,,26,10,2.6,1,6
35,58,61,64,,26,7,3.7142857142857144,1,7
57,58,62,65,,26,15,1.7333333333333334,1,3
33,35,58,61,64,26,7,3.7142857142857144,1,7
33,58,60,67,71,26,9,2.888888888888889,1,7
33,58,62,67,71,26,10,2.6,1,6
60,69,,,,25,12,2.0833333333333335,1,6
33,62,66,,,25,9,2.7777777777777777,1,10
57,62,70,,,25,10,2.5,1,7
58,60,69,,,25,12,2.0833333333333335,1,6
60,64,68,,,25,12,2.0833333333333335,1,5
62,64,68,,,25,12,2.0833333333333335,1,4
34,58,67,72,,25,10,2.5,1,6
35,57,60,64,,25,7,3.5714285714285716,1,8
35,58,64,67,,25,8,3125,1,7
57,60,64,67,,25,13,1.9230769230769231,1,5
58,60,62,68,,25,14,1.7857142857142858,1,4
60,62,67,71,,25,8,3125,1,6
62,64,67,71,,25,9,2.7777777777777777,1,6
33,34,58,67,72,25,10,2.5,1,6
33,35,57,60,64,25,7,3.5714285714285716,1,8
33,35,58,64,67,25,8,3125,1,7
57,61,,,,24,13,1.8461538461538463,1,4
57,69,,,,24,13,1.8461538461538463,1,6
33,57,70,,,24,11,2.1818181818181817,1,6
33,60,68,,,24,12,2.0,1,5
33,62,68,,,24,12,2.0,1,4
34,64,69,,,24,8,3.0,1,8
35,62,65,,,24,8,3.0,1,10
58,64,68,,,24,11,2.1818181818181817,1,4
61,62,64,,,24,11,2.1818181818181817,1,6
33,34,64,69,,24,8,3.0,1,8
33,35,62,65,,24,8,3.0,1,10
33,57,62,63,,24,6,4.0,2,8
33,64,67,72,,24,11,2.1818181818181817,1,4
34,57,58,67,,24,11,2.1818181818181817,1,6
34,58,62,69,,24,8,3.0,1,8
34,58,63,64,,24,12,2.0,1,4
34,64,67,71,,24,12,2.0,1,5
57,58,60,70,,24,11,2.1818181818181817,1,6
58,64,67,72,,24,13,1.8461538461538463,1,4
60,64,67,71,,24,8,3.0,1,7
33,34,58,62,69,24,8,3.0,1,8
33,34,58,63,64,24,12,2.0,1,4
33,34,64,67,71,24,12,2.0,1,5
33,57,58,60,65,24,14,1.7142857142857142,1,4
33,57,58,62,65,24,14,1.7142857142857142,1,3
33,60,62,67,71,24,8,3.0,1,6
33,62,64,67,71,24,9,2.6666666666666665,1,6
58,60,62,67,71,24,8,3.0,1,6
58,62,64,67,71,24,9,2.6666666666666665,1,6
60,61,,,,23,10,2.3,1,5
33,58,68,,,23,10,2.3,1,4
34,58,66,,,23,6,3.8333333333333335,1,16
35,58,65,,,23,8,2875,1,10
35,60,65,,,23,8,2875,1,10
57,62,67,,,23,12,1.9166666666666667,1,3
60,62,69,,,23,11,2.090909090909091,1,6
60,64,69,,,23,12,1.9166666666666667,1,6
33,35,58,65,,23,8,2875,1,10
33,35,60,65,,23,8,2875,1,10
33,60,63,64,,23,12,1.9166666666666667,1,4
33,61,62,64,,23,10,2.3,1,6
34,57,58,63,,23,10,2.3,1,8
34,58,64,69,,23,8,2875,1,8
57,60,64,70,,23,9,2.5555555555555554,1,7
58,60,62,69,,23,11,2.090909090909091,1,6
58,60,64,69,,23,12,1.9166666666666667,1,6
60,62,64,68,,23,12,1.9166666666666667,1,4
33,34,57,58,63,23,10,2.3,1,8
33,34,57,58,67,23,11,2.090909090909091,1,6
33,34,58,64,69,23,8,2875,1,8
33,57,58,64,67,23,12,1.9166666666666667,1,5
33,58,60,63,64,23,12,1.9166666666666667,1,4
33,60,64,67,71,23,8,2875,1,7
34,57,60,62,64,23,15,1.5333333333333334,1,3
34,58,64,67,71,23,12,1.9166666666666667,1,5
58,60,64,67,71,23,8,2875,1,7
33,57,72,,,22,14,1.5714285714285714,1,3
33,64,68,,,22,10,2.2,1,5
60,67,72,,,22,11,2.0,1,4
62,67,72,,,22,11,2.0,1,4
33,34,58,66,,22,5,4.4,1,16
33,60,62,68,,22,12,1.8333333333333333,1,4
33,62,67,72,,22,11,2.0,1,4
34,57,60,65,,22,12,1.8333333333333333,1,4
34,60,67,71,,22,8,2.75,1,5
34,62,64,69,,22,8,2.75,1,8
34,62,67,71,,22,9,2.4444444444444446,1,6
35,58,62,65,,22,7,3.142857142857143,1,10
35,60,62,65,,22,7,3.142857142857143,1,10
35,60,64,67,,22,8,2.75,1,7
57,58,64,65,,22,12,1.8333333333333333,1,4
57,60,62,65,,22,13,1.6923076923076923,1,3
58,60,64,68,,22,11,2.0,1,4
58,62,64,68,,22,11,2.0,1,4
58,62,67,72,,22,11,2.0,1,4
33,34,57,60,65,22,12,1.8333333333333333,1,4
33,34,60,67,71,22,8,2.75,1,5
33,34,62,64,69,22,8,2.75,1,8
33,34,62,67,71,22,9,2.4444444444444446,1,6
33,35,58,62,65,22,7,3.142857142857143,1,10
33,35,60,62,65,22,7,3.142857142857143,1,10
33,35,60,64,67,22,8,2.75,1,7
33,58,62,67,72,22,11,2.0,1,4
33,58,64,67,72,22,11,2.0,1,4
57,58,60,64,67,22,13,1.6923076923076923,1,4
60,62,64,67,71,22,7,3.142857142857143,1,6
67,69,,,,21,9,2.3333333333333335,1,5
34,57,70,,,21,8,2625,1,6
57,58,72,,,21,14,1.5,1,3
57,60,63,,,21,12,1.75,1,3
58,60,61,,,21,10,2.1,1,4
58,62,66,,,21,8,2625,1,9
33,57,64,65,,21,13,1.6153846153846154,1,4
33,58,60,68,,21,10,2.1,1,4
33,58,62,68,,21,10,2.1,1,4
34,57,60,67,,21,9,2.3333333333333335,1,7
34,57,62,63,,21,5,4.2,2,8
35,58,60,65,,21,7,3.0,1,10
57,60,64,65,,21,13,1.6153846153846154,1,4
58,60,67,72,,21,11,1.9090909090909092,1,4
58,61,62,64,,21,9,2.3333333333333335,1,6
60,62,64,69,,21,11,1.9090909090909092,1,6
60,64,67,72,,21,10,2.1,1,4
33,34,57,62,63,21,5,4.2,2,8
33,35,58,60,65,21,7,3.0,1,10
33,58,61,62,64,21,9,2.3333333333333335,1,6
34,58,60,67,71,21,8,2625,1,5
34,58,62,64,69,21,8,2625,1,8
34,58,62,67,71,21,9,2.3333333333333335,1,6
35,58,60,64,67,21,8,2625,1,7
57,58,60,64,70,21,9,2.3333333333333335,1,6
58,60,62,64,69,21,11,1.9090909090909092,1,6
63,65,,,,20,8,2.5,1,5
66,69,,,,20,5,4.0,1,11
67,70,,,,20,14,1.4285714285714286,1,3
33,60,61,,,20,9,2.2222222222222223,1,5
33,60,69,,,20,10,2.0,1,6
58,67,69,,,20,9,2.2222222222222223,1,5
33,34,57,70,,20,7,2.857142857142857,1,6
33,57,58,70,,20,8,2.5,1,6
33,58,60,69,,20,10,2.0,1,6
33,58,62,66,,20,7,2.857142857142857,1,9
33,60,64,68,,20,10,2.0,1,5
33,60,67,72,,20,9,2.2222222222222223,1,4
33,62,64,68,,20,10,2.0,1,4
57,58,62,67,,20,11,1.8181818181818181,1,3
57,58,62,70,,20,9,2.2222222222222223,1,6
57,62,64,70,,20,7,2.857142857142857,1,7
62,64,67,72,,20,11,1.8181818181818181,1,3
33,34,57,60,67,20,8,2.5,1,7
33,57,60,64,67,20,10,2.0,1,5
33,62,64,67,72,20,11,1.8181818181818181,1,3
34,62,64,67,71,20,9,2.2222222222222223,1,4
35,58,60,62,65,20,6,3.3333333333333335,1,10
58,60,62,64,68,20,11,1.8181818181818181,1,4
58,60,64,67,72,20,10,2.0,1,4
58,62,64,67,72,20,11,1.8181818181818181,1,3
65,70,,,,19,12,1.5833333333333333,1,3
65,71,,,,19,10,1.9,1,7
33,57,61,,,19,10,1.9,1,4
33,63,65,,,19,7,2.7142857142857144,1,5
33,65,71,,,19,10,1.9,1,7
33,67,69,,,19,9,2.111111111111111,1,5
34,62,66,,,19,7,2.7142857142857144,1,10
35,57,67,,,19,8,2375,1,6
35,61,62,,,19,7,2.7142857142857144,1,5
33,35,57,67,,19,8,2375,1,6
33,35,61,62,,19,7,2.7142857142857144,1,5
33,57,62,67,,19,11,1.7272727272727273,1,3
33,58,60,61,,19,9,2.111111111111111,1,4
33,58,64,68,,19,8,2375,1,4
33,60,64,69,,19,10,1.9,1,6
34,57,64,67,,19,11,1.7272727272727273,1,4
35,57,62,64,,19,7,2.7142857142857144,1,6
35,62,64,67,,19,7,2.7142857142857144,1,6
57,60,62,67,,19,10,1.9,1,3
33,35,57,62,64,19,7,2.7142857142857144,1,6
33,35,62,64,67,19,7,2.7142857142857144,1,6
33,57,60,62,65,19,12,1.5833333333333333,1,3
33,58,60,62,68,19,10,1.9,1,4
33,58,60,64,69,19,10,1.9,1,6
33,58,60,67,72,19,9,2.111111111111111,1,4
33,60,64,67,72,19,8,2375,1,4
34,57,58,60,67,19,9,2.111111111111111,1,6
34,57,58,62,65,19,12,1.5833333333333333,1,3
34,60,62,67,71,19,7,2.7142857142857144,1,5
34,60,64,67,71,19,8,2375,1,5
35,57,58,60,64,19,6,3.1666666666666665,1,6
35,58,62,64,67,19,7,2.7142857142857144,1,6
57,58,60,64,65,19,12,1.5833333333333333,1,4
64,66,,,,18,8,2.25,1,9
65,69,,,,18,7,2.5714285714285716,1,7
33,65,69,,,18,7,2.5714285714285716,1,7
33,65,70,,,18,11,1.6363636363636365,1,3
33,66,69,,,18,4,4.5,1,10
34,63,65,,,18,6,3.0,1,5
35,63,64,,,18,7,2.5714285714285716,1,4
57,58,61,,,18,10,1.8,1,3
57,63,65,,,18,7,2.5714285714285716,1,5
58,65,71,,,18,9,2.0,1,7
60,61,64,,,18,8,2.25,1,4
62,67,69,,,18,7,2.5714285714285716,1,5
64,65,69,,,18,7,2.5714285714285716,1,7
64,67,69,,,18,8,2.25,1,5
33,34,62,66,,18,6,3.0,1,10
33,34,63,65,,18,6,3.0,1,5
33,35,63,64,,18,7,2.5714285714285716,1,4
33,57,58,72,,18,12,1.5,1,3
33,58,65,71,,18,9,2.0,1,7
33,58,67,69,,18,9,2.0,1,5
33,60,62,69,,18,9,2.0,1,6
33,64,65,69,,18,7,2.5714285714285716,1,7
34,57,58,70,,18,6,3.0,1,6
34,57,64,65,,18,12,1.5,1,4
34,62,67,72,,18,10,1.8,1,4
34,64,67,72,,18,10,1.8,1,4
35,58,61,62,,18,7,2.5714285714285716,1,5
35,58,63,64,,18,7,2.5714285714285716,1,4
33,34,57,64,65,18,12,1.5,1,4
33,34,57,64,67,18,11,1.6363636363636365,1,4
33,34,62,67,72,18,10,1.8,1,4
33,34,64,67,72,18,10,1.8,1,4
33,35,58,61,62,18,7,2.5714285714285716,1,5
33,35,58,63,64,18,7,2.5714285714285716,1,4
33,57,58,64,65,18,11,1.6363636363636365,1,4
33,58,60,62,69,18,9,2.0,1,6
33,60,62,64,68,18,10,1.8,1,4
34,57,58,60,65,18,11,1.6363636363636365,1,4
34,58,62,67,72,18,10,1.8,1,4
57,58,62,64,70,18,7,2.5714285714285716,1,6
34,61,,,,17,11,1.5454545454545454,1,5
57,71,,,,17,10,1.7,1,4
58,59,,,,17,14,1.2142857142857142,1,2
63,67,,,,17,10,1.7,1,4
33,34,61,,,17,11,1.5454545454545454,1,5
33,57,69,,,17,10,1.7,1,6
33,57,71,,,17,10,1.7,1,4
33,64,66,,,17,7,2.4285714285714284,1,9
34,64,66,,,17,7,2.4285714285714284,1,9
34,65,69,,,17,6,2.8333333333333335,1,7
34,65,71,,,17,10,1.7,1,7
34,66,69,,,17,3,5.666666666666667,1,10
58,65,69,,,17,6,2.8333333333333335,1,7
58,67,70,,,17,12,1.4166666666666667,1,3
62,65,69,,,17,7,2.4285714285714284,1,7
33,34,65,69,,17,6,2.8333333333333335,1,7
33,34,65,71,,17,10,1.7,1,7
33,34,66,69,,17,3,5.666666666666667,1,10
33,57,58,61,,17,9,1.8888888888888888,1,3
33,57,60,63,,17,10,1.7,1,3
33,57,60,70,,17,10,1.7,1,4
33,57,63,65,,17,6,2.8333333333333335,1,5
33,57,64,70,,17,6,2.8333333333333335,1,6
33,58,65,69,,17,6,2.8333333333333335,1,7
33,60,61,64,,17,7,2.4285714285714284,1,4
33,62,65,69,,17,7,2.4285714285714284,1,7
33,64,67,69,,17,8,2125,1,5
34,57,63,65,,17,6,2.8333333333333335,1,5
34,58,65,69,,17,6,2.8333333333333335,1,7
34,64,65,69,,17,6,2.8333333333333335,1,7
35,57,58,67,,17,8,2125,1,6
57,58,62,63,,17,7,2.4285714285714284,1,5
57,60,62,70,,17,9,1.8888888888888888,1,6
58,62,67,69,,17,7,2.4285714285714284,1,5
58,64,65,69,,17,6,2.8333333333333335,1,7
58,64,67,69,,17,8,2125,1,5
60,62,67,72,,17,8,2125,1,3
62,64,65,69,,17,7,2.4285714285714284,1,7
33,34,57,58,70,17,5,3.4,1,6
33,34,57,63,65,17,6,2.8333333333333335,1,5
33,34,58,65,69,17,6,2.8333333333333335,1,7
33,34,64,65,69,17,6,2.8333333333333335,1,7
33,35,57,58,67,17,8,2125,1,6
33,57,58,62,67,17,10,1.7,1,3
33,57,58,64,70,17,6,2.8333333333333335,1,6
33,58,60,64,68,17,8,2125,1,4
33,58,62,64,68,17,8,2125,1,4
33,58,64,65,69,17,6,2.8333333333333335,1,7
33,60,62,64,69,17,9,1.8888888888888888,1,6
33,60,62,67,72,17,8,2125,1,3
33,62,64,65,69,17,7,2.4285714285714284,1,7
34,58,64,65,69,17,6,2.8333333333333335,1,7
34,58,64,67,72,17,10,1.7,1,4
35,60,62,64,67,17,7,2.4285714285714284,1,6
57,58,60,62,67,17,10,1.7,1,3
58,60,62,67,72,17,8,2125,1,3
60,62,64,67,72,17,8,2125,1,3
33,59,,,,16,13,1.2307692307692308,1,2
35,68,,,,16,7,2.2857142857142856,1,5
35,72,,,,16,8,2.0,1,5
33,35,68,,,16,7,2.2857142857142856,1,5
33,35,72,,,16,8,2.0,1,5
33,67,70,,,16,12,1.3333333333333333,1,2
34,58,61,,,16,10,1.6,1,5
34,65,70,,,16,11,1.4545454545454546,1,3
57,62,72,,,16,11,1.4545454545454546,1,2
58,63,67,,,16,10,1.6,1,4
58,64,66,,,16,7,2.2857142857142856,1,9
58,65,70,,,16,11,1.4545454545454546,1,3
62,65,71,,,16,7,2.2857142857142856,1,7
64,65,70,,,16,10,1.6,1,3
64,65,71,,,16,10,1.6,1,4
33,34,58,61,,16,10,1.6,1,5
33,34,64,66,,16,6,2.6666666666666665,1,9
33,34,65,70,,16,11,1.4545454545454546,1,3
33,57,62,72,,16,11,1.4545454545454546,1,2
33,58,65,70,,16,11,1.4545454545454546,1,3
33,62,65,71,,16,7,2.2857142857142856,1,7
33,62,67,69,,16,7,2.2857142857142856,1,5
33,64,65,71,,16,10,1.6,1,4
34,58,65,70,,16,11,1.4545454545454546,1,3
34,58,65,71,,16,9,1.7777777777777777,1,7
34,62,65,69,,16,6,2.6666666666666665,1,7
35,60,62,63,,16,5,3.2,1,7
57,58,60,63,,16,12,1.3333333333333333,1,2
58,60,61,64,,16,7,2.2857142857142856,1,4
58,62,65,69,,16,6,2.6666666666666665,1,7
62,64,67,69,,16,7,2.2857142857142856,1,5
33,34,58,65,70,16,11,1.4545454545454546,1,3
33,34,58,65,71,16,9,1.7777777777777777,1,7
33,34,62,65,69,16,6,2.6666666666666665,1,7
33,35,60,62,63,16,5,3.2,1,7
33,57,60,62,67,16,9,1.7777777777777777,1,3
33,57,60,64,65,16,12,1.3333333333333333,1,4
33,58,60,61,64,16,7,2.2857142857142856,1,4
33,58,62,65,69,16,6,2.6666666666666665,1,7
33,58,64,67,69,16,8,2.0,1,5
34,57,58,64,65,16,10,1.6,1,4
34,58,62,65,69,16,6,2.6666666666666665,1,7
34,62,64,65,69,16,6,2.6666666666666665,1,7
34,62,64,67,72,16,10,1.6,1,3
35,58,60,62,63,16,5,3.2,1,7
57,58,60,62,65,16,12,1.3333333333333333,1,2
58,62,64,65,69,16,6,2.6666666666666665,1,7
33,58,59,,,15,12,1.25,1,2
33,63,67,,,15,9,1.6666666666666667,1,4
34,57,66,,,15,5,3.0,1,8
34,67,70,,,15,10,1.5,1,3
35,58,72,,,15,8,1875,1,5
57,60,71,,,15,8,1875,1,4
57,60,72,,,15,9,1.6666666666666667,1,3
60,61,62,,,15,8,1875,1,4
60,65,71,,,15,7,2.142857142857143,1,6
62,63,64,,,15,9,1.6666666666666667,1,3
62,63,65,,,15,6,2.5,1,4
62,64,66,,,15,7,2.142857142857143,1,7
33,35,58,72,,15,8,1875,1,5
33,57,60,71,,15,8,1875,1,4
33,58,64,66,,15,6,2.5,1,9
33,58,67,70,,15,11,1.3636363636363635,1,2
33,60,65,71,,15,7,2.142857142857143,1,6
33,62,63,65,,15,6,2.5,1,4
33,64,65,70,,15,9,1.6666666666666667,1,3
34,57,64,70,,15,4,3.75,1,6
34,58,64,66,,15,6,2.5,1,9
57,62,64,65,,15,10,1.5,1,3
58,62,63,64,,15,9,1.6666666666666667,1,3
58,62,65,71,,15,6,2.5,1,7
58,64,65,71,,15,9,1.6666666666666667,1,4
33,57,58,62,63,15,5,3.0,2,5
33,58,62,65,71,15,6,2.5,1,7
33,58,62,67,69,15,7,2.142857142857143,1,5
33,58,64,65,71,15,9,1.6666666666666667,1,4
