year;ric;effect
2009;ETFC.O;negative
2002;UGI;negative
2003;UGI;negative
2004;UGI;negative
2002;UGI;negative
2011;UGI;negative
2012;UGI;negative
2013;UGI;negative
2012;UGI;negative
2013;UGI;negative
2013;UGI;negative
2014;UGI;negative
2014;UGI;negative
2015;UGI;negative
2016;UGI;negative
2011;CCK;negative
2012;CCK;negative
2013;CCK;negative
2014;CCK;negative
2015;CCK;negative
2007;RGLD.O;negative
2008;RGLD.O;negative
1999;HII;negative
2000;HII;negative
2001;HII;negative
2002;HII;negative
2003;HII;negative
2004;HII;negative
2005;HII;negative
2006;HII;negative
2007;HII;negative
2008;HII;negative
2009;HII;negative
2010;HII;negative
2011;HII;negative
2013;HII;negative
2013;GLPI.O;negative
2014;GLPI.O;negative
2015;GLPI.O;negative
2010;BIO;negative
2011;BIO;negative
2012;BIO;negative
2013;BIO;negative
2012;BIO;negative
2013;BIO;negative
2014;BIO;negative
2015;BIO;negative
2016;BIO;negative
2017;BIO;negative
1999;JNPR.K;negative
2000;JNPR.K;negative
2001;JNPR.K;negative
2002;JNPR.K;negative
2003;JNPR.K;negative
2004;JNPR.K;negative
2005;JNPR.K;negative
2006;JNPR.K;negative
1999;AZPN.O;negative
2000;AZPN.O;negative
2001;AZPN.O;negative
2002;AZPN.O;negative
2003;AZPN.O;negative
2004;AZPN.O;negative
2001;AZPN.O;negative
2002;AZPN.O;negative
2005;AZPN.O;negative
2006;AZPN.O;negative
2001;AZPN.O;negative
2002;AZPN.O;negative
2003;AZPN.O;negative
2004;AZPN.O;negative
2005;AZPN.O;negative
2006;AZPN.O;negative
2003;AZPN.O;negative
2004;AZPN.O;negative
2005;AZPN.O;negative
2006;AZPN.O;negative
2006;AZPN.O;negative
2007;AZPN.O;negative
2009;AZPN.O;negative
2018;AZPN.O;negative
2019;AZPN.O;negative
1999;XRX;negative
2000;XRX;negative
2001;XRX;negative
2002;XRX;negative
1996;XRX;negative
1997;XRX;negative
1998;XRX;negative
1999;XRX;negative
2000;XRX;negative
2014;XRX;negative
2015;XRX;negative
2016;XRX;negative
2017;XRX;negative
2000;IPG;negative
2001;IPG;negative
2002;IPG;negative
2003;IPG;negative
2004;IPG;negative
1996;IPG;negative
1997;IPG;negative
1998;IPG;negative
1999;IPG;negative
2000;IPG;negative
2001;IPG;negative
2002;IPG;negative
2003;IPG;negative
2005;IPG;negative
1997;IPG;negative
1998;IPG;negative
1999;IPG;negative
2000;IPG;negative
2001;IPG;negative
2002;IPG;negative
2017;IPG;negative
2000;FFIV.O;negative
2001;FFIV.O;negative
2002;FFIV.O;negative
2003;FFIV.O;negative
2004;FFIV.O;negative
2005;FFIV.O;negative
2014;FFIV.O;negative
2015;FFIV.O;negative
2016;FFIV.O;negative
2010;CZR.O;negative
2010;CZR.O;negative
2011;CZR.O;negative
2012;CZR.O;negative
2007;BG;negative
2011;BG;negative
2015;BG;negative
2002;NOV;negative
2003;NOV;negative
2004;NOV;negative
2011;ON.O;negative
2012;ON.O;negative
2011;WLK;negative
2012;WLK;negative
2014;ZEN;negative
2013;MOS;negative
2014;MOS;negative
2015;MOS;negative
1998;AIV;negative
1999;AIV;negative
2008;AIV;negative
2004;ALK;negative
2006;ALK;negative
2007;ALK;negative
2008;ALK;negative
2004;KRC;negative
2005;KRC;negative
2002;KRC;negative
2003;KRC;negative
2004;KRC;negative
2005;KRC;negative
2007;DISH.O;negative
2008;LPT;negative
2012;LPT;negative
2013;LPT;negative
2014;LPT;negative
2002;OLED.O;negative
2002;OLED.O;negative
2000;OLED.O;negative
2017;NWL;negative
2018;NWL;negative
2010;POST.K;negative
2011;POST.K;negative
2004;AIZ;negative
2005;AIZ;negative
2006;AIZ;negative
1998;PTC.O;negative
1999;PTC.O;negative
2000;PTC.O;negative
2001;PTC.O;negative
2002;PTC.O;negative
2000;PTC.O;negative
2001;PTC.O;negative
2002;PTC.O;negative
2003;PTC.O;negative
2004;PTC.O;negative
2005;PTC.O;negative
2006;PTC.O;negative
2007;PTC.O;negative
2008;PTC.O;negative
2009;PTC.O;negative
1998;ABMD.O;negative
1999;ABMD.O;negative
2000;ABMD.O;negative
2001;ABMD.O;negative
2012;ABMD.O;negative
2013;ABMD.O;negative
2002;UHAL.O;negative
2000;UHAL.O;negative
2001;UHAL.O;negative
2000;UHAL.O;negative
2012;ATR;negative
2013;ATR;negative
2014;ATR;negative
2015;ATR;negative
2016;ATR;negative
2015;ATR;negative
2016;ATR;negative
2017;ATR;negative
2011;IVZ;negative
2001;LEA;negative
2009;LEA;negative
2015;TTD.O;negative
2019;TTD.O;negative
1999;COG;negative
2000;COG;negative
2001;COG;negative
2002;COG;negative
2003;COG;negative
2004;COG;negative
2005;BWA;negative
2013;BWA;negative
2014;BWA;negative
2015;BWA;negative
2016;BWA;negative
2017;BWA;negative
2010;PFPT.O;negative
2018;PFPT.O;negative
2017;DXC;negative
2000;ALB;negative
2001;ALB;negative
2002;ALB;negative
2013;AXTA.K;negative
2014;AXTA.K;negative
2015;AXTA.K;negative
2016;AXTA.K;negative
2018;AXTA.K;negative
1998;FLIR.O;negative
1999;FLIR.O;negative
1995;FLIR.O;negative
1996;FLIR.O;negative
1997;FLIR.O;negative
1998;FLIR.O;negative
1999;FLIR.O;negative
2000;FLIR.O;negative
2001;FLIR.O;negative
2002;FLIR.O;negative
2003;FLIR.O;negative
2004;FLIR.O;negative
2005;FLIR.O;negative
1999;FLIR.O;negative
1998;FLIR.O;negative
1999;FLIR.O;negative
2000;FLIR.O;negative
2018;FLIR.O;negative
2016;CTLT.K;negative
2009;IPGP.O;negative
2010;IPGP.O;negative
2009;HUBB.K;negative
2013;HUBB.K;negative
2015;HUBB.K;negative
2014;DCI;negative
2015;DCI;negative
2014;CDAY.K;negative
2015;CDAY.K;negative
2016;CDAY.K;negative
2004;BRKR.O;negative
2005;CUBE.K;negative
2006;CUBE.K;negative
2012;CUBE.K;negative
2002;GPS;negative
2003;GPS;negative
2004;GPS;negative
2001;GPS;negative
2002;GPS;negative
2013;OC;negative
2014;OC;negative
2013;OC;negative
2014;OC;negative
2015;OC;negative
2015;OC;negative
2000;CHE;negative
2001;CHE;negative
2002;CHE;negative
2003;CHE;negative
2002;ENLK.K;negative
2003;ENLK.K;negative
2008;ENLK.K;negative
2009;ENLK.K;negative
2006;ENLK.K;negative
2012;ENLK.K;negative
2002;HEI;negative
2003;HEI;negative
2004;HEI;negative
2001;MIDD.O;negative
2002;MIDD.O;negative
2003;MIDD.O;negative
2004;MIDD.O;negative
2006;MIDD.O;negative
2007;MIDD.O;negative
2008;SLG;negative
2009;SLG;negative
2012;SLG;negative
2013;SLG;negative
2014;SLG;negative
2012;ETSY.O;negative
2013;ETSY.O;negative
2014;ETSY.O;negative
2013;FAF;negative
2013;FAF;negative
2014;FAF;negative
2012;FAF;negative
2013;FAF;negative
2014;FAF;negative
2015;FAF;negative
2015;FAF;negative
2004;HXL;negative
2006;GLIBA.O;negative
2005;GLIBA.O;negative
2006;GLIBA.O;negative
2008;GLIBA.O;negative
2008;GLIBA.O;negative
2009;GLIBA.O;negative
2010;GLIBA.O;negative
2011;GLIBA.O;negative
2014;GLIBA.O;negative
2015;GLIBA.O;negative
2018;COLM.O;negative
2012;EQM;negative
2013;EQM;negative
2000;ADS;negative
2001;ADS;negative
2002;ADS;negative
2001;ADS;negative
1997;ADS;negative
1998;ADS;negative
1999;ADS;negative
2006;ADS;negative
2007;ADS;negative
2008;ADS;negative
2004;MTLQU.PK;negative
2005;MTLQU.PK;negative
2001;MTLQU.PK;negative
2002;MTLQU.PK;negative
2003;MTLQU.PK;negative
2004;MTLQU.PK;negative
2005;MTLQU.PK;negative
2005;MTLQU.PK;negative
2000;MTLQU.PK;negative
2001;MTLQU.PK;negative
2002;MTLQU.PK;negative
2003;MTLQU.PK;negative
2004;MTLQU.PK;negative
2005;MTLQU.PK;negative
2006;MTLQU.PK;negative
2016;GWR;negative
2017;GWR;negative
2018;GWR;negative
2010;IDTI.O;negative
2011;IDTI.O;negative
2011;SEE;negative
2012;SEE;negative
2013;SEE;negative
2014;SEE;negative
2014;SEE;negative
2015;SEE;negative
2013;NRZ;negative
2013;NRZ;negative
2014;NRZ;negative
2006;MORN.O;negative
2007;MORN.O;negative
2008;MORN.O;negative
2009;MORN.O;negative
2010;MORN.O;negative
2011;MORN.O;negative
2012;MORN.O;negative
2013;MORN.O;negative
2011;CASY.O;negative
2012;CASY.O;negative
2013;CASY.O;negative
2014;CASY.O;negative
2008;PBCT.O;negative
2009;PBCT.O;negative
2010;PBCT.O;negative
2011;PBCT.O;negative
2012;PBCT.O;negative
2009;SABR.O;negative
2010;SABR.O;negative
2000;EHC;negative
2001;EHC;negative
2011;EHC;negative
2012;EHC;negative
2012;EHC;negative
2002;EHC;negative
2003;EHC;negative
2014;EHC;negative
2000;VVC;negative
2001;VVC;negative
1996;JBL;negative
1997;JBL;negative
1998;JBL;negative
1999;JBL;negative
2000;JBL;negative
2001;JBL;negative
2002;JBL;negative
2003;JBL;negative
2004;JBL;negative
2005;JBL;negative
2008;JBL;negative
2009;JBL;negative
2010;JBL;negative
2011;JBL;negative
2003;FSLR.O;negative
2004;FSLR.O;negative
2011;FSLR.O;negative
2012;FSLR.O;negative
2013;FSLR.O;negative
2014;FSLR.O;negative
2015;FSLR.O;negative
2016;RP.O;negative
2017;RP.O;negative
2018;RP.O;negative
2012;SON;negative
2012;SON;negative
2013;SON;negative
2014;SON;negative
2015;SON;negative
2018;SON;negative
2000;FLS;negative
2001;FLS;negative
2002;FLS;negative
2003;FLS;negative
2002;FLS;negative
2003;FLS;negative
2012;FLS;negative
2013;FLS;negative
2014;FLS;negative
2015;FLS;negative
2016;FLS;negative
2017;FLS;negative
2003;JWN;negative
2004;JWN;negative
2006;ACM;negative
2007;ACM;negative
2005;MDSO.O;negative
2006;MDSO.O;negative
2007;MDSO.O;negative
2008;MDSO.O;negative
1994;SMG;negative
1995;SMG;negative
1999;SMG;negative
2000;SMG;negative
2011;SMG;negative
2012;SMG;negative
2013;SMG;negative
2017;SMG;negative
2018;SMG;negative
2000;UNM;negative
2001;UNM;negative
2002;UNM;negative
2009;TOL;negative
2010;TOL;negative
2011;TOL;negative
2012;TOL;negative
2013;TOL;negative
2002;TOL;negative
2003;TOL;negative
2004;TOL;negative
2015;TOL;negative
2016;TOL;negative
2016;TOL;negative
2017;TOL;negative
2005;HOG;negative
2006;HOG;negative
2014;CIEN.K;negative
2015;CIEN.K;negative
2010;HBI;negative
2011;HBI;negative
2016;HBI;negative
2010;EXEL.O;negative
2012;EXEL.O;negative
2013;EXEL.O;negative
2014;EXEL.O;negative
2015;EXEL.O;negative
2016;EXEL.O;negative
1997;PEGA.O;negative
1998;PEGA.O;negative
1999;PEGA.O;negative
2010;PEGA.O;negative
1997;PEGA.O;negative
2001;CUZ;negative
2002;CUZ;negative
2003;CUZ;negative
2015;BOKF.O;negative
2002;ARRY.O;negative
2003;ARRY.O;negative
2004;ARRY.O;negative
2011;CFR;negative
2007;CW;negative
2008;CW;negative
2009;CW;negative
2010;CW;negative
2011;CW;negative
2011;CW;negative
2012;CW;negative
2013;CW;negative
1997;DNB;negative
1998;DNB;negative
1999;DNB;negative
2000;DNB;negative
2001;DNB;negative
2002;DNB;negative
2009;DNB;negative
2010;DNB;negative
2014;CREE.O;negative
2015;CREE.O;negative
2010;BWXT.K;negative
2000;INGR.K;negative
2001;INGR.K;negative
2002;INGR.K;negative
2002;PWR;negative
2003;PWR;negative
2006;PWR;negative
2019;PWR;negative
2000;MANH.O;negative
2001;MANH.O;negative
2002;MANH.O;negative
2003;MANH.O;negative
2004;MANH.O;negative
2016;AYX;negative
2005;ATHN.O;negative
2006;ATHN.O;negative
2007;ATHN.O;negative
2008;ATHN.O;negative
2009;ATHN.O;negative
1995;SEB;negative
1996;SEB;negative
1997;SEB;negative
1998;SEB;negative
1999;SEB;negative
2000;SEB;negative
2014;LOXO.O;negative
2007;TREX.K;negative
2008;TREX.K;negative
2009;TREX.K;negative
2006;HUN;negative
2009;ITT;negative
2010;ITT;negative
2010;ITT;negative
2011;ITT;negative
2006;PRI;negative
2007;PRI;negative
2008;PRI;negative
2009;PRI;negative
2002;HRB;negative
2003;HRB;negative
2004;HRB;negative
2005;HRB;negative
2003;HRB;negative
2004;HRB;negative
2005;HRB;negative
2006;HRB;negative
2011;HRB;negative
2012;HRB;negative
2013;HRB;negative
2014;HRB;negative
2012;HRB;negative
2013;HRB;negative
2014;HRB;negative
2000;OSK;negative
2001;OSK;negative
2004;FR;negative
2004;FR;negative
2012;FR;negative
2013;FR;negative
2014;FR;negative
2003;RL;negative
2004;RL;negative
2005;NUAN.O;negative
2003;NUAN.O;negative
1999;NUAN.O;negative
2000;NUAN.O;negative
2001;NUAN.O;negative
2002;NUAN.O;negative
2003;NUAN.O;negative
2012;GMED.K;negative
2015;GMED.K;negative
2016;GMED.K;negative
2001;CHDN.O;negative
2002;CHDN.O;negative
2003;CHDN.O;negative
2004;CHDN.O;negative
2001;CHDN.O;negative
2002;CHDN.O;negative
2003;CHDN.O;negative
2004;CHDN.O;negative
2003;CHDN.O;negative
2004;CHDN.O;negative
2005;CHDN.O;negative
2006;CHDN.O;negative
2007;MAN;negative
2008;MAN;negative
2009;MAN;negative
2012;CHH;negative
2010;CHH;negative
2011;CHH;negative
2012;CHH;negative
2013;CHH;negative
2014;LSI;negative
2012;HE;negative
2013;HE;negative
2014;HE;negative
2015;HE;negative
2017;HE;negative
2005;LOPE.O;negative
2006;LOPE.O;negative
2007;LOPE.O;negative
2008;LOPE.O;negative
2009;LOPE.O;negative
2010;LOPE.O;negative
2011;LOPE.O;negative
2005;SLAB.O;negative
2011;MMS;negative
2012;MMS;negative
2013;OMF;negative
2010;OMF;negative
2011;OMF;negative
2012;OMF;negative
2013;OMF;negative
2013;OMF;negative
2004;JBLU.O;negative
2005;JBLU.O;negative
2006;FL;negative
2007;FL;negative
2016;SAIC.K;negative
2017;SAIC.K;negative
2012;SHLX.K;negative
2013;SHLX.K;negative
2014;SHLX.K;negative
2008;MKSI.O;negative
2009;MKSI.O;negative
2011;MKSI.O;negative
2012;MKSI.O;negative
2002;PCG;negative
2003;PCG;negative
2003;FLO;negative
2012;FLO;negative
2013;FLO;negative
2014;FLO;negative
2014;FLO;negative
2015;FLO;negative
2016;FLO;negative
2004;NYT;negative
2005;NYT;negative
2006;NYT;negative
2019;FCNCA.O;negative
2010;AWI;negative
2011;AWI;negative
2015;AWI;negative
2018;AWI;negative
2010;RDN;negative
2012;RDN;negative
2013;RDN;negative
2014;RDN;negative
2015;RDN;negative
2005;XEC;negative
2012;XEC;negative
2013;XEC;negative
2014;XEC;negative
2015;XEC;negative
2016;XEC;negative
1999;WEN.O;negative
2000;WEN.O;negative
2010;WEN.O;negative
2011;WEN.O;negative
2012;WEN.O;negative
2011;WEN.O;negative
2012;WEN.O;negative
2012;WEN.O;negative
2013;WEN.O;negative
2014;WEN.O;negative
2014;WEN.O;negative
2018;WEN.O;negative
2009;BKH;negative
2010;BKH;negative
2008;BKH;negative
2009;BKH;negative
2010;BKH;negative
2011;BKH;negative
2012;BKH;negative
2013;BKH;negative
2014;BKH;negative
2015;BKH;negative
2016;BKH;negative
2000;TTEK.O;negative
2001;TTEK.O;negative
2002;TTEK.O;negative
2003;TTEK.O;negative
2004;TTEK.O;negative
2001;HIW;negative
2002;HIW;negative
2003;HIW;negative
2004;HIW;negative
2000;HIW;negative
2001;HIW;negative
2002;HIW;negative
2003;HIW;negative
2007;HIW;negative
2012;NXST.O;negative
2013;NXST.O;negative
2014;NXST.O;negative
2005;SRCL.O;negative
2015;SRCL.O;negative
2013;ASH;negative
2014;ASH;negative
2008;BC;negative
2009;VAC;negative
2010;VAC;negative
2011;VAC;negative
2012;VAC;negative
2013;VAC;negative
2012;VAC;negative
2009;VAC;negative
2010;VAC;negative
2011;VAC;negative
2014;VAC;negative
2014;VAC;negative
2015;VAC;negative
2016;VAC;negative
2018;VAC;negative
2004;GPT;negative
2007;GPT;negative
2008;GPT;negative
2003;AN;negative
2004;AN;negative
2005;AN;negative
2013;LFUS.O;negative
2011;LFUS.O;negative
2012;LFUS.O;negative
2013;LFUS.O;negative
2014;LFUS.O;negative
2015;LFUS.O;negative
2016;LFUS.O;negative
2010;TECD.O;negative
2011;TECD.O;negative
2012;TECD.O;negative
2000;VSAT.O;negative
2001;VSAT.O;negative
2002;VSAT.O;negative
2003;VSAT.O;negative
2003;GRA;negative
1998;GRA;negative
1999;GRA;negative
2012;GRA;negative
2013;GRA;negative
2015;GRA;negative
1999;JCOM.O;negative
2000;JCOM.O;negative
2001;JCOM.O;negative
2002;JCOM.O;negative
2003;JCOM.O;negative
2004;JCOM.O;negative
2005;JCOM.O;negative
2013;SRC;negative
2014;SRC;negative
2013;SRC;negative
2014;SRC;negative
2015;SRC;negative
2016;SRC;negative
2000;HR;negative
2001;HR;negative
2002;HR;negative
2003;HR;negative
2004;HR;negative
2001;HR;negative
2002;HR;negative
2003;HR;negative
2004;HR;negative
2007;SNX;negative
2008;SNX;negative
2009;SNX;negative
2009;SNX;negative
2010;SNX;negative
2011;SNX;negative
2012;SNX;negative
2013;SNX;negative
2014;SNX;negative
2006;BLKB.O;negative
2007;BLKB.O;negative
2008;BLKB.O;negative
2009;BLKB.O;negative
2010;BLKB.O;negative
2011;BLKB.O;negative
2002;BLKB.O;negative
2003;BLKB.O;negative
2004;BLKB.O;negative
2005;BLKB.O;negative
2006;BLKB.O;negative
2016;BLKB.O;negative
2017;BLKB.O;negative
2010;SIX;negative
2014;HQY.O;negative
2007;CVI;negative
2011;FWONA.O;negative
2012;FWONA.O;negative
1999;HP;negative
2000;HP;negative
2008;WPX;negative
2009;WPX;negative
2010;WPX;negative
2002;CIT;negative
2009;CIT;negative
2010;CIT;negative
2011;CIT;negative
2012;CIT;negative
2013;CIT;negative
2013;CIT;negative
2014;CIT;negative
2013;CIT;negative
2014;CIT;negative
2015;CIT;negative
2015;CIT;negative
2016;CIT;negative
2014;CIT;negative
2015;CIT;negative
2016;CIT;negative
2017;CIT;negative
2017;CIT;negative
2008;AAN;negative
1999;CLH;negative
2000;CLH;negative
2001;CLH;negative
2002;CLH;negative
2003;CLH;negative
2004;CLH;negative
2012;CLH;negative
2013;CLH;negative
2014;CLH;negative
2002;DECK.K;negative
2003;DECK.K;negative
2004;DECK.K;negative
2005;DECK.K;negative
2006;DECK.K;negative
2007;DECK.K;negative
2005;MAC;negative
2006;MAC;negative
2007;MAC;negative
2005;RHP;negative
2007;ILG.O;negative
2008;ILG.O;negative
2009;ILG.O;negative
2009;ILG.O;negative
2010;ILG.O;negative
2015;LITE.O;negative
2014;LITE.O;negative
2015;LITE.O;negative
2005;PNM;negative
2004;CRI;negative
2005;CRI;negative
2006;CRI;negative
2007;CRI;negative
2008;CRI;negative
2009;CRI;negative
2012;CRI;negative
2013;CRI;negative
2014;CRI;negative
2009;WBS;negative
2008;WBS;negative
2009;WBS;negative
2010;WBS;negative
2011;WBS;negative
2014;WBS;negative
2015;WBS;negative
2015;WBS;negative
2016;WBS;negative
2013;TPX;negative
2014;TPX;negative
2015;TPX;negative
2016;TPX;negative
2015;UAA;negative
2015;BCO;negative
2006;FCN;negative
2007;FCN;negative
2008;FCN;negative
2007;FCN;negative
2008;FCN;negative
2009;FCN;negative
2010;FCN;negative
2011;FCN;negative
2010;TREE.O;negative
2011;TREE.O;negative
2011;TREE.O;negative
2012;TREE.O;negative
2014;CCMP.O;negative
2001;FNMA.PK;negative
2002;FNMA.PK;negative
2003;FNMA.PK;negative
2004;FNMA.PK;negative
1999;NFG;negative
2000;NFG;negative
2010;NFG;negative
2011;NFG;negative
2012;NFG;negative
2010;AMG;negative
2006;AMG;negative
2007;AMG;negative
2008;AMG;negative
2012;AMG;negative
2013;AMG;negative
2014;AMG;negative
2015;AMG;negative
2007;IBKC.O;negative
2010;IBKC.O;negative
2011;IBKC.O;negative
2012;IBKC.O;negative
2011;IBKC.O;negative
2014;IBKC.O;negative
2001;FCFS.K;negative
2002;FCFS.K;negative
2003;FCFS.K;negative
2013;FCFS.K;negative
2014;FCFS.K;negative
2015;FCFS.K;negative
2014;TERP.O;negative
2016;TERP.O;negative
2000;CBRL.O;negative
2001;CBRL.O;negative
2002;CBRL.O;negative
2003;CBRL.O;negative
2004;CBRL.O;negative
2012;WES;negative
2015;WES;negative
2003;LHO;negative
2002;NWE;negative
2002;NWE;negative
2003;NWE;negative
2004;NWE;negative
2005;NWE;negative
2003;WRI;negative
1998;WRI;negative
1999;WRI;negative
2000;WRI;negative
2008;IBKR.O;negative
2008;IBKR.O;negative
2009;IBKR.O;negative
2010;IBKR.O;negative
2009;IBKR.O;negative
2010;IBKR.O;negative
2011;IBKR.O;negative
2012;IBKR.O;negative
2011;IBKR.O;negative
2013;IBKR.O;negative
2008;ORA;negative
2009;ORA;negative
2012;ORA;negative
2013;ORA;negative
2013;ORA;negative
2014;ORA;negative
2015;ORA;negative
2016;ORA;negative
2017;ORA;negative
2016;KLXI.O;negative
2000;COHR.O;negative
2001;COHR.O;negative
2002;COHR.O;negative
2003;COHR.O;negative
2004;COHR.O;negative
2005;COHR.O;negative
2004;COHR.O;negative
2005;COHR.O;negative
1994;COHR.O;negative
1995;COHR.O;negative
1996;COHR.O;negative
1997;COHR.O;negative
1998;COHR.O;negative
1999;COHR.O;negative
2000;COHR.O;negative
2001;COHR.O;negative
2002;COHR.O;negative
2003;COHR.O;negative
2004;COHR.O;negative
2005;COHR.O;negative
2006;COHR.O;negative
2005;COHR.O;negative
2006;COHR.O;negative
2007;COHR.O;negative
2008;COHR.O;negative
2016;MAT.O;negative
2017;MAT.O;negative
2018;MAT.O;negative
2019;MAT.O;negative
1996;EXP;negative
1997;EXP;negative
1998;EXP;negative
1999;EXP;negative
2000;EXP;negative
2001;EXP;negative
2002;EXP;negative
2003;EXP;negative
2010;EXP;negative
2011;EXP;negative
2003;THO;negative
2004;THO;negative
2005;THO;negative
2006;THO;negative
2003;THO;negative
2004;THO;negative
2005;THO;negative
2006;THO;negative
2008;THO;negative
2009;THO;negative
1995;THO;negative
1996;THO;negative
1997;THO;negative
1998;THO;negative
2018;QRTEA.O;negative
2005;SF;negative
2001;CLGX.K;negative
2002;CLGX.K;negative
2003;CLGX.K;negative
2004;CLGX.K;negative
2005;CLGX.K;negative
2006;CLGX.K;negative
2009;CLGX.K;negative
2010;CLGX.K;negative
2007;CLGX.K;negative
2008;CLGX.K;negative
2009;CLGX.K;negative
2010;CLGX.K;negative
2011;CLGX.K;negative
2010;CLGX.K;negative
2011;CLGX.K;negative
2012;CLGX.K;negative
2011;CLGX.K;negative
2012;CLGX.K;negative
2013;CLGX.K;negative
2007;CIM;negative
2008;CIM;negative
2009;CIM;negative
2010;CIM;negative
2011;CIM;negative
2010;CIM;negative
2011;CIM;negative
1998;RYN;negative
1999;RYN;negative
2000;RYN;negative
2001;RYN;negative
2002;RYN;negative
2014;RYN;negative
2015;AA;negative
2016;AA;negative
2003;ESL;negative
2004;ESL;negative
2005;ESL;negative
2013;ESL;negative
2014;ESL;negative
2015;ESL;negative
2016;ESL;negative
2017;ESL;negative
2013;EAF;negative
2012;NCR;negative
2013;NCR;negative
2011;NCR;negative
2004;SLM.O;negative
2005;SLM.O;negative
2006;SLM.O;negative
2008;VLY;negative
2009;VLY;negative
2010;VLY;negative
2011;VLY;negative
2005;WTFC.O;negative
2009;UMPQ.O;negative
2014;UMPQ.O;negative
2014;UMPQ.O;negative
2015;UMPQ.O;negative
