year;ric
2011;FIS
2012;FIS
2013;FIS
2014;FIS
2015;FIS
1998;SHW
1999;SHW
2000;SHW
2001;SHW
2002;SHW
2003;SHW
2004;SHW
2005;SHW
2006;SHW
2007;SHW
2008;SHW
2009;SHW
2010;SHW
2011;SHW
2012;SHW
2013;SHW
2014;SHW
2015;SHW
2016;SHW
1999;BK
2000;BK
2001;BK
2002;BK
2003;BK
2004;BK
2005;BK
2006;BK
2007;BK
2008;BK
2009;BK
2011;BK
2012;BK
2013;BK
1998;MGM
1999;MGM
2000;MGM
2001;MGM
2002;MGM
2003;MGM
2004;MGM
2005;MGM
2006;MGM
2007;MGM
2009;MGM
2010;MGM
2012;MGM
2013;MGM
2014;MGM
1998;CVX
1999;CVX
2000;CVX
2001;CVX
2002;CVX
2003;CVX
2004;CVX
2005;CVX
2006;CVX
2007;CVX
2008;CVX
2009;CVX
2010;CVX
2011;CVX
2012;CVX
2013;CVX
2014;CVX
2015;CVX
2016;CVX
1999;PPC.O
2000;PPC.O
2001;PPC.O
2004;PPC.O
2006;PPC.O
2007;PPC.O
2008;PPC.O
2009;PPC.O
2011;PPC.O
2014;PPC.O
2015;PPC.O
2016;PPC.O
1999;CTL
2000;CTL
2001;CTL
2002;CTL
2003;CTL
2005;CTL
2006;CTL
2007;CTL
2008;CTL
2009;CTL
2010;CTL
2011;CTL
2012;CTL
2016;CTL
2002;TMUS.O
2003;TMUS.O
2004;TMUS.O
2005;TMUS.O
2011;TMUS.O
2012;TMUS.O
2013;TMUS.O
2015;TMUS.O
2001;LVS
2002;LVS
2003;LVS
2004;LVS
2005;LVS
2006;LVS
2007;LVS
2008;LVS
2009;LVS
2010;LVS
2011;LVS
2012;LVS
2013;LVS
2014;LVS
2015;LVS
2016;LVS
1998;PNC
1999;PNC
2000;PNC
2001;PNC
2002;PNC
2003;PNC
2004;PNC
2005;PNC
2006;PNC
2007;PNC
2008;PNC
2010;PNC
2011;PNC
2012;PNC
2013;PNC
2014;PNC
2015;PNC
1998;IPG
1999;IPG
2000;IPG
2001;IPG
2002;IPG
2003;IPG
2004;IPG
2005;IPG
2006;IPG
2008;IPG
2009;IPG
2010;IPG
2012;IPG
2013;IPG
2014;IPG
2015;IPG
1998;ITW
1999;ITW
2000;ITW
2001;ITW
2002;ITW
2003;ITW
2004;ITW
2005;ITW
2006;ITW
2007;ITW
2008;ITW
2009;ITW
2010;ITW
2011;ITW
2012;ITW
2013;ITW
2014;ITW
2015;ITW
2016;ITW
1998;AIG
1999;AIG
2000;AIG
2001;AIG
2002;AIG
2003;AIG
2004;AIG
2005;AIG
2006;AIG
2007;AIG
2008;AIG
2009;AIG
2010;AIG
2011;AIG
2012;AIG
2013;AIG
2015;AIG
1999;PRU
2000;PRU
2001;PRU
2002;PRU
2003;PRU
2004;PRU
2005;PRU
2006;PRU
2007;PRU
2008;PRU
2009;PRU
2010;PRU
2011;PRU
2012;PRU
2015;PRU
2016;PRU
2004;BKD
2006;BKD
2007;BKD
2008;BKD
2009;BKD
2010;BKD
2011;BKD
2012;BKD
2013;BKD
2014;BKD
1998;COF
1999;COF
2000;COF
2001;COF
2002;COF
2003;COF
2004;COF
2005;COF
2006;COF
2007;COF
2008;COF
2009;COF
2010;COF
2011;COF
2012;COF
2013;COF
2014;COF
2015;COF
1998;MET
1999;MET
2000;MET
2001;MET
2002;MET
2003;MET
2004;MET
2005;MET
2006;MET
2007;MET
2008;MET
2009;MET
2010;MET
2011;MET
2015;MET
2016;MET
1998;HPQ
1999;HPQ
2000;HPQ
2001;HPQ
2002;HPQ
2003;HPQ
2007;HPQ
2008;HPQ
2009;HPQ
2010;HPQ
2013;HPQ
2014;HPQ
2015;HPQ
1998;NWL
1999;NWL
2000;NWL
2002;NWL
2003;NWL
2004;NWL
2005;NWL
2006;NWL
2007;NWL
2008;NWL
2009;NWL
2010;NWL
2011;NWL
2012;NWL
2013;NWL
2014;NWL
2015;NWL
2016;NWL
2000;ECL
2001;ECL
2002;ECL
2003;ECL
2004;ECL
2005;ECL
2007;ECL
2008;ECL
2010;ECL
2011;ECL
2012;ECL
2013;ECL
2014;ECL
1998;GPC
1999;GPC
2001;GPC
2002;GPC
2003;GPC
2004;GPC
2005;GPC
2006;GPC
2011;GPC
1998;AET
1999;AET
2000;AET
2001;AET
2004;AET
2005;AET
2011;AET
2012;AET
2013;AET
2015;AET
1998;PPG
1999;PPG
2004;PPG
2005;PPG
2006;PPG
2007;PPG
2008;PPG
2009;PPG
2010;PPG
2011;PPG
2012;PPG
2013;PPG
2014;PPG
2015;PPG
2016;PPG
1998;BAX
1999;BAX
2000;BAX
2001;BAX
2002;BAX
2003;BAX
2004;BAX
2005;BAX
2006;BAX
2007;BAX
2008;BAX
2009;BAX
2010;BAX
2011;BAX
2012;BAX
2013;BAX
2014;BAX
2015;BAX
2016;BAX
1998;SANM.O
1999;SANM.O
2002;SANM.O
2003;SANM.O
2004;SANM.O
2005;SANM.O
2006;SANM.O
2007;SANM.O
2008;SANM.O
2014;SANM.O
1998;GLW
1999;GLW
2000;GLW
2001;GLW
2002;GLW
2003;GLW
2004;GLW
2005;GLW
2006;GLW
2007;GLW
2008;GLW
2009;GLW
2010;GLW
2011;GLW
2012;GLW
2013;GLW
2014;GLW
2015;GLW
2016;GLW
1999;EL
2000;EL
2001;EL
2002;EL
2003;EL
2004;EL
2014;EL
1998;CI
1999;CI
2000;CI
2001;CI
2002;CI
2003;CI
2004;CI
2005;CI
2006;CI
2007;CI
2008;CI
2009;CI
2010;CI
2011;CI
2012;CI
2013;CI
2014;CI
2015;CI
2016;CI
2011;NLSN.K
2012;NLSN.K
2013;NLSN.K
2014;NLSN.K
2015;NLSN.K
1998;HUM
1999;HUM
2000;HUM
2002;HUM
2003;HUM
2004;HUM
2005;HUM
2006;HUM
2007;HUM
2008;HUM
2009;HUM
2010;HUM
2014;HUM
2015;HUM
1999;ORLY.O
2003;ORLY.O
2005;ORLY.O
2009;ORLY.O
2014;ORLY.O
2015;ORLY.O
2016;ORLY.O
1998;DGX
2001;DGX
2002;DGX
2004;DGX
2005;DGX
2007;DGX
2008;DGX
2010;DGX
2011;DGX
2014;DGX
2015;DGX
2009;H
2012;H
2015;H
1998;ODP.O
1999;ODP.O
2000;ODP.O
2001;ODP.O
2002;ODP.O
2003;ODP.O
2004;ODP.O
2005;ODP.O
2007;ODP.O
2008;ODP.O
2011;ODP.O
2012;ODP.O
2014;ODP.O
2015;ODP.O
1998;WRK
1999;WRK
2000;WRK
2001;WRK
2002;WRK
2003;WRK
2004;WRK
2007;WRK
2008;WRK
2014;WRK
1998;JEC
2003;JEC
2004;JEC
2007;JEC
2008;JEC
2009;JEC
2014;JEC
2001;DD_pa
2002;DD_pa
2003;DD_pa
2004;DD_pa
2005;DD_pa
2006;DD_pa
2007;DD_pa
2010;DD_pa
2011;DD_pa
2012;DD_pa
2013;DD_pa
2014;DD_pa
2015;DD_pa
2012;MPC
2014;MPC
2015;MPC
2016;MPC
2007;LKQ.O
2008;LKQ.O
2013;LKQ.O
2014;LKQ.O
2015;LKQ.O
1998;RRD.P
1999;RRD.P
2001;RRD.P
2002;RRD.P
2003;RRD.P
2007;RRD.P
2008;RRD.P
2014;RRD.P
2015;RRD.P
2016;RRD.P
2001;ALL
2002;ALL
2005;ALL
2008;ALL
2010;ALL
2011;ALL
2014;ALL
1998;WM
2000;WM
2001;WM
2002;WM
2003;WM
2004;WM
2007;WM
2008;WM
2014;WM
2015;WM
2016;WM
1998;KMB
1999;KMB
2000;KMB
2001;KMB
2002;KMB
2003;KMB
2004;KMB
2005;KMB
2006;KMB
2007;KMB
2008;KMB
2009;KMB
2010;KMB
2011;KMB
2012;KMB
2013;KMB
2014;KMB
2015;KMB
2016;KMB
1998;LPNT.O
1999;LPNT.O
2000;LPNT.O
2001;LPNT.O
2002;LPNT.O
2003;LPNT.O
2004;LPNT.O
2005;LPNT.O
2006;LPNT.O
2007;LPNT.O
2008;LPNT.O
2009;LPNT.O
2010;LPNT.O
2011;LPNT.O
2014;LPNT.O
2001;FDP
2002;FDP
2004;FDP
2005;FDP
2006;FDP
2007;FDP
2008;FDP
2009;FDP
2011;FDP
2015;FDP
2016;FDP
1998;UNP
1999;UNP
2000;UNP
2001;UNP
2002;UNP
2003;UNP
2004;UNP
2005;UNP
2006;UNP
2007;UNP
2008;UNP
2009;UNP
2010;UNP
2011;UNP
2012;UNP
2013;UNP
2014;UNP
2015;UNP
2016;UNP
2000;BDX
2001;BDX
2002;BDX
2003;BDX
2004;BDX
2005;BDX
2006;BDX
2007;BDX
2008;BDX
2009;BDX
2010;BDX
2014;BDX
1998;ARNC.K
1999;ARNC.K
2000;ARNC.K
2001;ARNC.K
2002;ARNC.K
2003;ARNC.K
2004;ARNC.K
2005;ARNC.K
2006;ARNC.K
2007;ARNC.K
2008;ARNC.K
2009;ARNC.K
2010;ARNC.K
2011;ARNC.K
2012;ARNC.K
2014;ARNC.K
2015;ARNC.K
1998;CTAS.O
2001;CTAS.O
2003;CTAS.O
2004;CTAS.O
2005;CTAS.O
2006;CTAS.O
2007;CTAS.O
2008;CTAS.O
2009;CTAS.O
2011;CTAS.O
2013;CTAS.O
2014;CTAS.O
2015;CTAS.O
1998;RGS
1999;RGS
2000;RGS
2001;RGS
2002;RGS
2003;RGS
2005;RGS
2006;RGS
2007;RGS
2010;RGS
2011;RGS
2012;RGS
2013;RGS
2014;RGS
2015;RGS
2016;RGS
1998;LLY
1999;LLY
2003;LLY
2006;LLY
2008;LLY
2010;LLY
2014;LLY
2015;LLY
1998;CAH
1999;CAH
2001;CAH
2002;CAH
2003;CAH
2004;CAH
2005;CAH
2006;CAH
2007;CAH
2008;CAH
2009;CAH
2010;CAH
2011;CAH
2012;CAH
1998;AAP
1999;AAP
2000;AAP
2001;AAP
2002;AAP
2004;AAP
2005;AAP
2007;AAP
2008;AAP
2014;AAP
2015;AAP
2016;AAP
2015;BURL.K
2016;BURL.K
1998;GIS
1999;GIS
2000;GIS
2001;GIS
2003;GIS
2004;GIS
2005;GIS
2006;GIS
2007;GIS
2008;GIS
2009;GIS
2010;GIS
2011;GIS
2014;GIS
2015;GIS
2016;GIS
2005;WYND.K
2013;WYND.K
2015;WYND.K
2016;WYND.K
1998;CAKE.O
1999;CAKE.O
2000;CAKE.O
2001;CAKE.O
2002;CAKE.O
2003;CAKE.O
2004;CAKE.O
2009;CAKE.O
2010;CAKE.O
2014;CAKE.O
2014;KHC.O
2016;KHC.O
1998;MHK
1999;MHK
2000;MHK
2002;MHK
2003;MHK
2004;MHK
2005;MHK
2006;MHK
2007;MHK
2008;MHK
2014;MHK
2015;MHK
2010;HII
2011;HII
2014;HII
2015;HII
2006;TSLA.O
2007;TSLA.O
2008;TSLA.O
2009;TSLA.O
2010;TSLA.O
2011;TSLA.O
2012;TSLA.O
2013;TSLA.O
2014;TSLA.O
2015;TSLA.O
2016;TSLA.O
1998;TXT
1999;TXT
2000;TXT
2001;TXT
2002;TXT
2003;TXT
2004;TXT
2005;TXT
2006;TXT
2007;TXT
2008;TXT
2009;TXT
2010;TXT
2011;TXT
2012;TXT
2013;TXT
2014;TXT
2015;TXT
2016;TXT
2015;HRI
2000;STT
2001;STT
2002;STT
2003;STT
2004;STT
2007;STT
2008;STT
2009;STT
2010;STT
2011;STT
2012;STT
2013;STT
2014;STT
2015;STT
1999;GS
2000;GS
2001;GS
2002;GS
2003;GS
2004;GS
2005;GS
2006;GS
2007;GS
2008;GS
2009;GS
2010;GS
2011;GS
2013;GS
2014;GS
2015;GS
2016;GS
2002;BBT
2003;BBT
2004;BBT
2005;BBT
2006;BBT
2007;BBT
2008;BBT
2011;BBT
2012;BBT
2013;BBT
2014;BBT
2015;BBT
2016;BBT
1998;R
1999;R
2000;R
2001;R
2002;R
2003;R
2004;R
2007;R
2008;R
2009;R
2010;R
2012;R
2013;R
2014;R
2015;R
1998;CL
1999;CL
2000;CL
2001;CL
2002;CL
2003;CL
2004;CL
2005;CL
2006;CL
2007;CL
2008;CL
2009;CL
2010;CL
2011;CL
2012;CL
2013;CL
2014;CL
2015;CL
2016;CL
1998;XRX
1999;XRX
2000;XRX
2001;XRX
2002;XRX
2003;XRX
2004;XRX
2005;XRX
2006;XRX
2007;XRX
2008;XRX
2009;XRX
2010;XRX
2011;XRX
2012;XRX
2013;XRX
2014;XRX
2015;XRX
2016;XRX
1998;RSG
1999;RSG
2000;RSG
2001;RSG
2005;RSG
2006;RSG
2007;RSG
2008;RSG
2015;RSG
1998;EXC
1999;EXC
2000;EXC
2001;EXC
2002;EXC
2003;EXC
2004;EXC
2005;EXC
2007;EXC
2008;EXC
2009;EXC
2011;EXC
2012;EXC
2014;EXC
1998;MU.O
1999;MU.O
2004;MU.O
2007;MU.O
2008;MU.O
2009;MU.O
2010;MU.O
2011;MU.O
2012;MU.O
2013;MU.O
1998;ON.O
1999;ON.O
2000;ON.O
2001;ON.O
2002;ON.O
2003;ON.O
2004;ON.O
2005;ON.O
2006;ON.O
2007;ON.O
2008;ON.O
2009;ON.O
2010;ON.O
2011;ON.O
2012;ON.O
2013;ON.O
2014;ON.O
2015;ON.O
2016;ON.O
1998;NCR
1999;NCR
2001;NCR
2003;NCR
2004;NCR
2005;NCR
2006;NCR
2008;NCR
2009;NCR
2010;NCR
2011;NCR
2012;NCR
2014;NCR
1998;QCOM.O
1999;QCOM.O
2000;QCOM.O
2001;QCOM.O
2002;QCOM.O
2003;QCOM.O
2007;QCOM.O
2008;QCOM.O
2009;QCOM.O
2015;QCOM.O
2016;QCOM.O
2005;CNC
2006;CNC
2007;CNC
2008;CNC
2009;CNC
2010;CNC
2011;CNC
2012;CNC
2014;CNC
1998;PGR
1999;PGR
2000;PGR
2001;PGR
2002;PGR
2003;PGR
2004;PGR
2005;PGR
2006;PGR
2007;PGR
2008;PGR
2009;PGR
2010;PGR
2011;PGR
2012;PGR
2013;PGR
2014;PGR
2015;PGR
2016;PGR
1998;KSS
1999;KSS
2002;KSS
2003;KSS
2004;KSS
2005;KSS
2006;KSS
2007;KSS
2008;KSS
2009;KSS
2010;KSS
2011;KSS
2012;KSS
2013;KSS
2014;KSS
2015;KSS
2016;KSS
1998;SYK
1999;SYK
2000;SYK
2001;SYK
2002;SYK
2003;SYK
2004;SYK
2005;SYK
2006;SYK
2007;SYK
2008;SYK
2009;SYK
2010;SYK
2011;SYK
2012;SYK
2013;SYK
2014;SYK
2015;SYK
2016;SYK
2000;K
2001;K
2003;K
2004;K
2007;K
2008;K
2009;K
2010;K
2011;K
2012;K
2015;K
1998;PWR
2000;PWR
2002;PWR
2003;PWR
2004;PWR
2005;PWR
2006;PWR
2007;PWR
2008;PWR
2010;PWR
2011;PWR
2013;PWR
2014;PWR
2015;PWR
2016;PWR
1999;EME
2002;EME
2003;EME
2004;EME
2005;EME
2006;EME
2007;EME
2008;EME
2009;EME
2010;EME
2012;EME
2013;EME
2015;EME
2016;EME
1998;TEN
1999;TEN
2000;TEN
2001;TEN
2002;TEN
2003;TEN
2004;TEN
2005;TEN
2006;TEN
2007;TEN
2008;TEN
2014;TEN
2015;TEN
2016;TEN
2003;CPS
2004;CPS
2007;CPS
2008;CPS
2014;CPS
1998;YRCW.O
1999;YRCW.O
2000;YRCW.O
2001;YRCW.O
2002;YRCW.O
2003;YRCW.O
2004;YRCW.O
2005;YRCW.O
2006;YRCW.O
2007;YRCW.O
2008;YRCW.O
2009;YRCW.O
2010;YRCW.O
2011;YRCW.O
2012;YRCW.O
2013;YRCW.O
2014;YRCW.O
2015;YRCW.O
2016;YRCW.O
1998;SO
1999;SO
2000;SO
2001;SO
2002;SO
2003;SO
2004;SO
2006;SO
2007;SO
2008;SO
2012;SO
2013;SO
2014;SO
1998;NOV
1999;NOV
2001;NOV
2002;NOV
2003;NOV
2007;NOV
2008;NOV
2009;NOV
2012;NOV
2013;NOV
2015;NOV
1999;ADM
2000;ADM
2001;ADM
2002;ADM
2003;ADM
2008;ADM
2009;ADM
2010;ADM
2011;ADM
2013;ADM
2014;ADM
2015;ADM
1998;LLL
1999;LLL
2000;LLL
2001;LLL
2002;LLL
2003;LLL
2004;LLL
2005;LLL
2006;LLL
2007;LLL
2008;LLL
2009;LLL
2010;LLL
2011;LLL
2012;LLL
2013;LLL
2014;LLL
2015;LLL
2016;LLL
2001;BG
2002;BG
2003;BG
2004;BG
2005;BG
2008;BG
2009;BG
2010;BG
2011;BG
2015;BG
2004;LDOS.K
2005;LDOS.K
2006;LDOS.K
2007;LDOS.K
2008;LDOS.K
2009;LDOS.K
2010;LDOS.K
2011;LDOS.K
2012;LDOS.K
2013;LDOS.K
2014;LDOS.K
2015;LDOS.K
2016;LDOS.K
1998;CAR.O
1999;CAR.O
2000;CAR.O
2001;CAR.O
2002;CAR.O
2003;CAR.O
2004;CAR.O
2005;CAR.O
2006;CAR.O
2010;CAR.O
2014;CAR.O
2015;CAR.O
2016;CAR.O
2009;NCLH.K
2010;NCLH.K
2012;NCLH.K
2013;NCLH.K
2014;NCLH.K
2015;NCLH.K
2000;SVU
2001;SVU
2002;SVU
2003;SVU
2004;SVU
2005;SVU
2006;SVU
2007;SVU
2010;SVU
2011;SVU
2012;SVU
2013;SVU
2014;SVU
2015;SVU
2016;SVU
1998;TRV
1999;TRV
2000;TRV
2001;TRV
2002;TRV
2003;TRV
2004;TRV
2005;TRV
2006;TRV
2008;TRV
2010;TRV
2011;TRV
2014;TRV
2015;TRV
1998;GCO
1999;GCO
2000;GCO
2001;GCO
2002;GCO
2003;GCO
2007;GCO
2008;GCO
2011;GCO
2015;GCO
2016;GCO
2000;DAN
2001;DAN
2002;DAN
2003;DAN
2004;DAN
2005;DAN
2006;DAN
2007;DAN
2008;DAN
2009;DAN
2010;DAN
2011;DAN
2014;DAN
2015;DAN
1998;AVY
1999;AVY
2000;AVY
2001;AVY
2002;AVY
2003;AVY
2004;AVY
2005;AVY
2006;AVY
2007;AVY
2008;AVY
2009;AVY
2010;AVY
2011;AVY
2012;AVY
2013;AVY
2014;AVY
2015;AVY
2016;AVY
2012;S
2014;S
2015;S
2016;S
2009;SEM
2011;SEM
2012;SEM
2015;SEM
2016;SEM
1998;TXN.O
1999;TXN.O
2000;TXN.O
2001;TXN.O
2002;TXN.O
2003;TXN.O
2004;TXN.O
2005;TXN.O
2006;TXN.O
2007;TXN.O
2008;TXN.O
2009;TXN.O
2010;TXN.O
2011;TXN.O
2012;TXN.O
2013;TXN.O
2014;TXN.O
2015;TXN.O
2016;TXN.O
2004;ETE
2005;ETE
2008;ETE
2010;ETE
2011;ETE
2012;ETE
2013;ETE
2014;ETE
2016;ETE
1998;EHC
1999;EHC
2000;EHC
2001;EHC
2002;EHC
2003;EHC
2004;EHC
2005;EHC
2006;EHC
2007;EHC
2008;EHC
2009;EHC
2010;EHC
2011;EHC
2012;EHC
2014;EHC
2015;EHC
2016;EHC
2000;RRGB.O
2001;RRGB.O
2002;RRGB.O
2003;RRGB.O
2004;RRGB.O
2005;RRGB.O
2007;RRGB.O
2008;RRGB.O
2010;RRGB.O
2011;RRGB.O
1999;AMKR.O
2000;AMKR.O
2001;AMKR.O
2002;AMKR.O
2003;AMKR.O
2004;AMKR.O
2005;AMKR.O
2007;AMKR.O
2012;AMKR.O
2013;AMKR.O
2014;AMKR.O
2015;AMKR.O
1998;X
1999;X
2000;X
2001;X
2002;X
2003;X
2004;X
2005;X
2006;X
2007;X
2008;X
2009;X
2010;X
2011;X
2012;X
2013;X
2014;X
2015;X
2016;X
1998;DUK
1999;DUK
2000;DUK
2001;DUK
2002;DUK
2003;DUK
2004;DUK
2005;DUK
2006;DUK
2007;DUK
2008;DUK
2010;DUK
2012;DUK
2013;DUK
2014;DUK
2015;DUK
2001;CRM
2002;CRM
2006;CRM
2008;CRM
2012;CRM
2014;CRM
2015;CRM
2016;CRM
2010;ABBV.K
2011;ABBV.K
2012;ABBV.K
2013;ABBV.K
2014;ABBV.K
2015;ABBV.K
2016;ABBV.K
1998;BSX
1999;BSX
2002;BSX
2003;BSX
2006;BSX
2007;BSX
2009;BSX
2012;BSX
2013;BSX
2014;BSX
2015;BSX
2016;BSX
1999;COL
2000;COL
2001;COL
2002;COL
2004;COL
2008;COL
2009;COL
2011;COL
2012;COL
2014;COL
2015;COL
1998;DOV
1999;DOV
2000;DOV
2001;DOV
2002;DOV
2003;DOV
2004;DOV
2005;DOV
2006;DOV
2007;DOV
2008;DOV
2009;DOV
2010;DOV
2011;DOV
2012;DOV
2013;DOV
2014;DOV
2015;DOV
2016;DOV
2000;BWA
2001;BWA
2003;BWA
2004;BWA
2005;BWA
2007;BWA
2008;BWA
2015;BWA
2016;BWA
1998;MAN
1999;MAN
2000;MAN
2001;MAN
2002;MAN
2003;MAN
2004;MAN
2005;MAN
2006;MAN
2007;MAN
2008;MAN
2009;MAN
2010;MAN
2011;MAN
2012;MAN
2013;MAN
2014;MAN
2015;MAN
2016;MAN
1999;TTMI.O
2000;TTMI.O
2002;TTMI.O
2007;TTMI.O
2008;TTMI.O
2012;TTMI.O
2015;TTMI.O
2004;QRTEA.O
2005;QRTEA.O
2006;QRTEA.O
2007;QRTEA.O
2010;QRTEA.O
2012;QRTEA.O
2013;QRTEA.O
2014;QRTEA.O
1998;MAT.O
1999;MAT.O
2000;MAT.O
2001;MAT.O
2002;MAT.O
2011;MAT.O
2014;MAT.O
2015;MAT.O
2004;EXLS.O
2005;EXLS.O
2006;EXLS.O
2007;EXLS.O
2009;EXLS.O
2010;EXLS.O
2011;EXLS.O
2012;EXLS.O
2011;ACHC.O
2016;CNNE.K
1998;NSC
1999;NSC
2000;NSC
2001;NSC
2002;NSC
2003;NSC
2004;NSC
2005;NSC
2006;NSC
2007;NSC
2008;NSC
2009;NSC
2010;NSC
2011;NSC
2012;NSC
2013;NSC
2014;NSC
2015;NSC
2016;NSC
1998;AJG
1999;AJG
2000;AJG
2001;AJG
2002;AJG
2003;AJG
2004;AJG
2005;AJG
2006;AJG
2007;AJG
2008;AJG
2009;AJG
2010;AJG
2011;AJG
2012;AJG
2013;AJG
2014;AJG
2015;AJG
2016;AJG
1999;ESRX.O
2000;ESRX.O
2001;ESRX.O
2002;ESRX.O
2003;ESRX.O
2004;ESRX.O
2005;ESRX.O
2006;ESRX.O
2007;ESRX.O
2008;ESRX.O
2009;ESRX.O
2011;ESRX.O
2012;ESRX.O
2014;ESRX.O
2001;OI
2002;OI
2003;OI
2005;OI
2006;OI
2007;OI
2008;OI
2009;OI
2010;OI
2011;OI
2012;OI
2013;OI
2014;OI
1998;PX
1999;PX
2012;PX
2014;PX
2015;FTV
1998;MAS
1999;MAS
2000;MAS
2001;MAS
2002;MAS
2003;MAS
2004;MAS
2005;MAS
2006;MAS
2007;MAS
2008;MAS
2009;MAS
2010;MAS
2011;MAS
2012;MAS
2013;MAS
2014;MAS
2015;MAS
2016;MAS
2000;CERN.O
2001;CERN.O
2002;CERN.O
2003;CERN.O
2006;CERN.O
2012;CERN.O
2015;CERN.O
2016;CERN.O
2013;NWSA.O
2014;NWSA.O
1998;AN
1999;AN
2000;AN
2001;AN
2002;AN
2003;AN
2004;AN
2005;AN
2006;AN
2007;AN
2008;AN
2009;AN
2010;AN
2011;AN
2012;AN
2015;AN
1998;PAG
1999;PAG
2000;PAG
2001;PAG
2002;PAG
2003;PAG
2004;PAG
2005;PAG
2006;PAG
2007;PAG
2008;PAG
2009;PAG
2010;PAG
2011;PAG
2012;PAG
2013;PAG
2014;PAG
2015;PAG
2016;PAG
2005;KNX
2006;KNX
2007;KNX
2008;KNX
2009;KNX
2010;KNX
2011;KNX
2012;KNX
2013;KNX
2014;KNX
2015;KNX
2016;KNX
1998;LB
1999;LB
2000;LB
2001;LB
2003;LB
2004;LB
2007;LB
2008;LB
2014;LB
2015;LB
2016;LB
2000;WYNN.O
2001;WYNN.O
2002;WYNN.O
2003;WYNN.O
2004;WYNN.O
2005;WYNN.O
2006;WYNN.O
2007;WYNN.O
2008;WYNN.O
2009;WYNN.O
2010;WYNN.O
2011;WYNN.O
2012;WYNN.O
2013;WYNN.O
2014;WYNN.O
2015;WYNN.O
2016;WYNN.O
1998;FCX
1999;FCX
2000;FCX
2001;FCX
2002;FCX
2003;FCX
2004;FCX
2005;FCX
2006;FCX
2007;FCX
2008;FCX
2009;FCX
2010;FCX
2011;FCX
2012;FCX
2013;FCX
2014;FCX
2015;FCX
2016;FCX
1998;KMX
1999;KMX
2000;KMX
2001;KMX
2003;KMX
2004;KMX
2005;KMX
2009;KMX
2010;KMX
2011;KMX
2015;KMX
2007;FB.O
2008;FB.O
2009;FB.O
2010;FB.O
2011;FB.O
2012;FB.O
2013;FB.O
2014;FB.O
2015;FB.O
2016;FB.O
1998;NUE
1999;NUE
2000;NUE
2001;NUE
2002;NUE
2003;NUE
2004;NUE
2005;NUE
2006;NUE
2007;NUE
2008;NUE
2009;NUE
2010;NUE
2011;NUE
2012;NUE
2013;NUE
2014;NUE
2015;NUE
2016;NUE
1998;PCAR.O
1999;PCAR.O
2000;PCAR.O
2001;PCAR.O
2002;PCAR.O
2003;PCAR.O
2004;PCAR.O
2005;PCAR.O
2006;PCAR.O
2007;PCAR.O
2008;PCAR.O
2009;PCAR.O
2010;PCAR.O
2011;PCAR.O
2012;PCAR.O
2013;PCAR.O
2014;PCAR.O
2015;PCAR.O
2016;PCAR.O
1998;AXL
1999;AXL
2003;AXL
2004;AXL
2006;AXL
2007;AXL
2013;AXL
2014;AXL
2016;AXL
1998;JBHT.O
1999;JBHT.O
2002;JBHT.O
2003;JBHT.O
2004;JBHT.O
2006;JBHT.O
2014;JBHT.O
2015;JBHT.O
2000;DOX.O
2002;DOX.O
2006;DOX.O
2007;DOX.O
2013;DOX.O
2010;BAH
2011;BAH
2014;BAH
1998;GWW
1999;GWW
2000;GWW
2001;GWW
2002;GWW
2003;GWW
2004;GWW
2005;GWW
2006;GWW
2007;GWW
2008;GWW
2009;GWW
2010;GWW
2011;GWW
2012;GWW
2013;GWW
2014;GWW
2015;GWW
2016;GWW
2004;FNF
2005;FNF
2006;FNF
2007;FNF
2008;FNF
2009;FNF
2010;FNF
2011;FNF
2012;FNF
2013;FNF
2014;FNF
2015;FNF
2016;FNF
1998;CSX.O
1999;CSX.O
2000;CSX.O
2001;CSX.O
2002;CSX.O
2003;CSX.O
2004;CSX.O
2005;CSX.O
2006;CSX.O
2007;CSX.O
2008;CSX.O
2009;CSX.O
2010;CSX.O
2011;CSX.O
2012;CSX.O
2014;CSX.O
2015;CSX.O
1998;FISV.O
1999;FISV.O
2000;FISV.O
2001;FISV.O
2002;FISV.O
2003;FISV.O
2004;FISV.O
2005;FISV.O
2006;FISV.O
2007;FISV.O
2008;FISV.O
2011;FISV.O
2012;FISV.O
2014;FISV.O
1998;CCK
1999;CCK
2003;CCK
2004;CCK
2005;CCK
2006;CCK
2008;CCK
2012;CCK
2014;CCK
2015;CCK
2016;CCK
1998;IRM
1999;IRM
2000;IRM
2001;IRM
2002;IRM
2003;IRM
2006;IRM
2007;IRM
2008;IRM
2009;IRM
2010;IRM
2012;IRM
2013;IRM
2014;IRM
1998;UVV
1999;UVV
2003;UVV
2004;UVV
2005;UVV
2007;UVV
2014;UVV
2015;UVV
2006;FBHS.K
2007;FBHS.K
2008;FBHS.K
2009;FBHS.K
2010;FBHS.K
2011;FBHS.K
2012;FBHS.K
2013;FBHS.K
2014;FBHS.K
2015;FBHS.K
2016;FBHS.K
2000;STI
2001;STI
2002;STI
2003;STI
2004;STI
2005;STI
2006;STI
2007;STI
2008;STI
2010;STI
2011;STI
2012;STI
2013;STI
2014;STI
2015;STI
1998;BMY
1999;BMY
2000;BMY
2001;BMY
2002;BMY
2003;BMY
2004;BMY
2005;BMY
2006;BMY
2007;BMY
