year;ric
2000;GME
1999;HSIC.O
2004;HSIC.O
2005;HSIC.O
2008;HSIC.O
2000;CTAA.K
2001;CTAA.K
2002;CTAA.K
2003;CTAA.K
2006;CTAA.K
2007;CTAA.K
2001;RF
2002;RF
2003;RF
2010;RF
2010;FOXA.O
2011;FOXA.O
2011;BJRI.O
2010;QUAD.K
2012;KDP
2016;JELD.K
2001;SON
2002;SON
2001;CRI
2006;CRI
2007;CRI
1998;AMGN.O
1999;AMGN.O
2000;AMGN.O
2001;AMGN.O
2002;AMGN.O
2005;AMGN.O
2006;AMGN.O
2007;AMGN.O
2008;AMGN.O
2009;AMGN.O
2010;AMGN.O
2012;AMGN.O
2013;AMGN.O
2014;AMGN.O
2015;AMGN.O
2016;AMGN.O
2007;AGCO.K
2010;AGCO.K
2011;AGCO.K
2010;SPGI.K
2011;SPGI.K
2015;SPGI.K
2016;SPGI.K
1999;MMS
2005;MMS
2006;MMS
2007;MMS
1999;HRL
2000;HRL
2004;HRL
1998;ALK
1999;ALK
2000;ALK
2001;ALK
2004;ALK
2005;ALK
2006;ALK
2007;ALK
2008;ALK
2009;ALK
2010;ALK
2011;ALK
2012;ALK
2014;ALK
2015;ALK
2016;ALK
2011;MOH
2012;MOH
1998;ADS
1999;ADS
2001;ADS
2002;ADS
2003;ADS
2006;ADS
2007;ADS
2008;ADS
2000;ABC
2005;ABC
2011;ABC
2015;COMM.O
2016;COMM.O
2001;KBR
2002;KBR
2004;KBR
2005;KBR
2006;KBR
2001;UIS
2002;UIS
2003;UIS
2007;UIS
2008;UIS
2009;UIS
2015;UIS
2010;BYD
2011;BYD
2014;BYD
2015;BYD
2011;PVH
2014;SNDR.K
2015;SNDR.K
2016;SNDR.K
2000;ARW
2001;ARW
2002;ARW
1999;PENN.O
2001;PENN.O
2002;PENN.O
2003;PENN.O
2013;PENN.O
2014;PENN.O
2008;FAF
2013;PYPL.O
2014;PYPL.O
2015;PYPL.O
2016;PYPL.O
2000;CACI.K
2001;CACI.K
2003;CACI.K
2004;CACI.K
2007;CACI.K
2008;CACI.K
1999;GEO
2002;GEO
2003;GEO
2004;GEO
2006;GEO
2007;GEO
2010;GEO
2011;GEO
2003;KEY
2004;KEY
2007;KEY
2008;KEY
1998;AMAT.O
2001;AMAT.O
2002;AMAT.O
1998;BLL
2000;BLL
2002;BLL
2003;BLL
2004;BLL
2005;BLL
2006;BLL
2007;BLL
2008;BLL
2009;BLL
2010;BLL
2011;BLL
2012;BLL
2013;BLL
2014;BLL
2015;BLL
2016;BLL
2015;RCII.O
1999;ZBH
2000;ZBH
2001;ZBH
2002;ZBH
2003;ZBH
2004;ZBH
2005;ZBH
2006;ZBH
2011;ZBH
2012;ZBH
2014;ZBH
2016;ZBH
1998;FITB.O
1999;FITB.O
2001;FITB.O
2002;FITB.O
2003;FITB.O
2004;FITB.O
2005;FITB.O
1998;NTRS.O
1999;NTRS.O
2000;NTRS.O
2001;NTRS.O
2002;NTRS.O
2003;NTRS.O
2004;NTRS.O
2005;NTRS.O
2006;NTRS.O
2007;NTRS.O
2009;NTRS.O
2011;NTRS.O
2012;NTRS.O
2013;NTRS.O
2015;NTRS.O
1998;L
1999;L
2000;L
2003;L
2004;L
2006;L
2007;L
2012;L
2013;L
1999;CPB
2000;CPB
2003;CPB
2004;CPB
2005;CPB
2006;CPB
2010;CPB
2011;CPB
2013;CPB
1998;WAB
1999;WAB
2000;WAB
2001;CASY.O
1998;AMED.O
1999;AMED.O
2000;AMED.O
2001;AMED.O
2002;AMED.O
2010;AMED.O
1999;THO
2010;THO
2011;THO
1998;AEP
1999;AEP
2000;AEP
2001;AEP
2002;AEP
2003;AEP
2004;AEP
2006;AEP
2007;AEP
2008;AEP
2010;AEP
2012;AEP
2014;AEP
2016;AEP
1998;SCHW.K
1999;SCHW.K
2000;SCHW.K
2001;SCHW.K
2002;SCHW.K
2003;SCHW.K
2004;SCHW.K
2005;SCHW.K
2002;MTZ
2003;MTZ
2004;MTZ
2005;MTZ
2010;MTZ
2011;MTZ
1998;TAP
1999;TAP
2015;TAP
1998;RHI
1999;RHI
2000;RHI
2001;RHI
2002;RHI
2003;RHI
2004;RHI
2005;RHI
2006;RHI
2008;RHI
2009;RHI
2011;RHI
2012;RHI
2013;RHI
2015;RHI
2002;SPB
2003;SPB
2004;SPB
2010;SPB
2013;SPB
2014;SPB
2015;SPB
2016;SPB
1999;HRS
2001;HRS
2002;HRS
2003;HRS
2004;HRS
2006;HRS
2007;HRS
2009;HRS
2010;HRS
2014;HRS
2015;HRS
2003;OC
2004;OC
2005;OC
2006;OC
2013;OC
2011;DISH.O
2012;DISH.O
2015;DISH.O
2016;DISH.O
2000;FLS
2001;FLS
2002;FLS
2003;FLS
2004;FLS
2005;FLS
2015;FLS
1998;FCFS.K
1999;FCFS.K
2000;FCFS.K
2001;FCFS.K
2002;FCFS.K
2003;FCFS.K
2004;FCFS.K
2005;FCFS.K
2006;FCFS.K
2007;FCFS.K
2008;FCFS.K
2009;FCFS.K
2010;FCFS.K
2011;FCFS.K
2012;FCFS.K
2015;FCFS.K
2005;AME
2001;JACK.O
2003;JACK.O
2005;JACK.O
2006;JACK.O
2009;JACK.O
2010;JACK.O
2011;JACK.O
2016;JACK.O
2002;DFS
2003;DFS
2004;DFS
2005;DFS
2006;DFS
2007;DFS
2008;DFS
2009;DFS
2010;DFS
2011;DFS
2012;DFS
2000;EXPD.O
2001;EXPD.O
2004;EXPD.O
2005;EXPD.O
1998;BMS
1999;BMS
2000;BMS
2001;BMS
2002;BMS
2003;BMS
2005;BMS
2006;BMS
2007;BMS
2008;BMS
2010;BMS
2012;BMS
2013;BMS
2014;BMS
1999;HIG
2011;HIG
2012;HIG
2013;HIG
2015;HIG
2016;HIG
1998;SKYW.O
1999;SKYW.O
2000;SKYW.O
2001;SKYW.O
2002;SKYW.O
2003;SKYW.O
2004;SKYW.O
2005;SKYW.O
2006;SKYW.O
2008;SKYW.O
2009;SKYW.O
2010;SKYW.O
2014;SKYW.O
2015;SKYW.O
2016;SKYW.O
1998;D
1999;D
2000;D
2001;D
2003;D
2004;D
2005;D
2006;D
2007;D
2008;D
2009;D
2011;D
2012;D
2014;D
2015;D
2016;D
2009;XYL
2010;XYL
2011;XYL
2012;XYL
2013;XYL
2015;XYL
2016;XYL
2001;XRAY.O
2002;XRAY.O
1998;AOS
1999;AOS
2001;AOS
2002;AOS
2003;AOS
2005;AOS
2006;AOS
2007;AOS
2008;AOS
2009;AOS
2010;AOS
2011;AOS
2012;AOS
2015;AOS
2016;AOS
1998;SRE
2002;SRE
2003;SRE
2004;SRE
2010;SRE
2009;SYF
2011;SYF
2012;SYF
2013;SYF
2014;SYF
2015;SYF
1998;DF
1999;DF
2001;DF
2003;DF
2004;DF
2005;DF
2010;DF
2011;DF
2012;DF
2001;TTEK.O
2002;TTEK.O
2003;TTEK.O
2004;TTEK.O
1998;PLXS.O
2000;PLXS.O
2009;PLXS.O
2000;ASNA.O
2002;ASNA.O
2003;ASNA.O
2001;MTB
2002;MTB
2014;PRAH.O
1999;HBAN.O
2001;HBAN.O
2002;HBAN.O
2003;HBAN.O
2005;HBAN.O
2006;HBAN.O
2007;HBAN.O
2008;HBAN.O
2009;HBAN.O
2010;HBAN.O
2011;HBAN.O
2012;HBAN.O
2015;HBAN.O
1998;AVT.O
1999;AVT.O
2014;AVT.O
2015;AVT.O
2003;FE
2009;FE
2010;FE
1999;TRN
2003;TRN
2004;TRN
2005;TRN
2009;TRN
2010;TRN
2011;TRN
2000;ED
2001;ED
2002;ED
2003;ED
1998;SCI
1999;SCI
2001;SCI
2002;SCI
2003;SCI
2004;SCI
2006;SCI
2001;DKS
2002;DKS
2008;DKS
1998;TLRD.K
1999;PFG.O
2000;PFG.O
2002;PFG.O
2003;PFG.O
2004;PFG.O
2005;PFG.O
2006;PFG.O
2007;PFG.O
2008;PFG.O
2009;PFG.O
2010;PFG.O
2011;PFG.O
2013;PFG.O
2014;PFG.O
2015;PFG.O
2016;PFG.O
1998;HSY
1999;HSY
2000;HSY
2001;HSY
2002;HSY
2003;HSY
2004;HSY
2005;HSY
2006;HSY
2007;HSY
2008;HSY
2009;HSY
2011;HSY
2012;HSY
2013;HSY
2014;HSY
2015;HSY
2016;HSY
2004;ADI.O
2005;ADI.O
1998;FL
1999;FL
2000;FL
2001;FL
2004;FL
2007;FL
2015;FL
1998;IT
1999;IT
2000;IT
2006;IT
1998;BC
1999;BC
2002;BC
2003;BC
2004;BC
2005;BC
2007;BC
2008;BC
2009;BC
2010;BC
2011;BC
2012;BC
2013;BC
2014;BC
2015;BC
2016;BC
1998;CHRW.O
1999;CHRW.O
2000;CHRW.O
2001;CHRW.O
2002;CHRW.O
2003;CHRW.O
2004;CHRW.O
2005;CHRW.O
2006;CHRW.O
2007;CHRW.O
2009;CHRW.O
2011;CHRW.O
2012;CHRW.O
2013;CHRW.O
2014;CHRW.O
2015;CHRW.O
2016;CHRW.O
2000;APD
2003;APD
2004;APD
2005;APD
2006;APD
2009;APD
2010;APD
2014;APD
2015;APD
1998;MSI
1999;MSI
2000;MSI
2001;MSI
2002;MSI
2003;MSI
2004;MSI
2007;MSI
2008;MSI
2009;MSI
2010;MSI
2012;MSI
2013;MSI
2014;MSI
2011;SEE
2014;SEE
2015;SEE
2016;SEE
2004;TKR
2005;TKR
2007;TKR
2008;TKR
2012;TKR
2013;TKR
2015;TKR
2016;TKR
2006;BLDR.O
2007;BLDR.O
2008;BLDR.O
2000;JBLU.O
2001;JBLU.O
2002;JBLU.O
2003;JBLU.O
2004;JBLU.O
2006;JBLU.O
2007;JBLU.O
2008;JBLU.O
2009;JBLU.O
2010;JBLU.O
2011;JBLU.O
2012;JBLU.O
2013;JBLU.O
2014;JBLU.O
2015;JBLU.O
2016;JBLU.O
1999;KEM
2007;KEM
2008;KEM
2011;KEM
2001;NHC
2005;NHC
2006;NHC
2014;NHC
2015;NHC
2000;CHE
2001;CHE
2002;CHE
2003;CHE
2008;CHE
1998;URI
1999;URI
2000;URI
2001;URI
2002;URI
2003;URI
2004;URI
2005;URI
2006;URI
2007;URI
2008;URI
2009;URI
2010;URI
2011;URI
2012;URI
2014;URI
2015;URI
2016;URI
2001;AIZ
2002;AIZ
2005;AIZ
2015;AIZ
2016;AIZ
1998;PBI
1999;PBI
2004;PBI
2005;PBI
2008;PBI
2009;PBI
2011;PBI
2012;PBI
2013;PBI
2015;WBC
2016;WBC
2005;SPR
2006;SPR
2008;SPR
2009;SPR
2010;SPR
2012;SPR
2013;SPR
2014;SPR
2015;SPR
2016;SPR
1998;PKG
1999;PKG
2000;PKG
2004;PKG
2006;PKG
2007;PKG
2008;PKG
2009;PKG
2010;PKG
2012;PKG
2013;PKG
2014;PKG
2015;PKG
2016;PKG
2007;RPM
1999;COKE.O
2001;COKE.O
2008;COKE.O
2009;COKE.O
2010;COKE.O
2010;TA.O
2003;TPR
2004;TPR
2005;TPR
2002;TFX
2003;TFX
2004;TFX
2005;TFX
2006;TFX
2007;TFX
2008;TFX
2009;TFX
2010;TFX
1998;DY
2004;DY
1998;ANDV.K
2011;ANDV.K
2012;ANDV.K
2006;CFX
2008;CFX
2012;CFX
2015;CFX
2016;CFX
1998;ROP
1999;ROP
2000;ROP
2001;ROP
2002;ROP
2003;ROP
2004;ROP
2005;ROP
2006;ROP
2007;ROP
2008;ROP
2009;ROP
2010;ROP
2011;ROP
2012;ROP
2013;ROP
2014;ROP
2015;ROP
2016;ROP
1998;MCHP.O
1999;MCHP.O
2008;MCHP.O
2000;GPI
2001;GPI
2002;GPI
2003;GPI
2006;GPI
2007;GPI
2008;GPI
1998;EBAY.O
1999;EBAY.O
2000;EBAY.O
2001;EBAY.O
2002;EBAY.O
2003;EBAY.O
2004;EBAY.O
2005;EBAY.O
2006;EBAY.O
2007;EBAY.O
2008;EBAY.O
2009;EBAY.O
2010;EBAY.O
2011;EBAY.O
2012;EBAY.O
2013;EBAY.O
2014;EBAY.O
2015;EBAY.O
2016;EBAY.O
2003;AVGO.O
2004;AVGO.O
2005;AVGO.O
2006;AVGO.O
2007;AVGO.O
2008;AVGO.O
2009;AVGO.O
2010;AVGO.O
2012;AVGO.O
2013;AVGO.O
2014;AVGO.O
2015;AVGO.O
2016;AVGO.O
1998;TSCO.O
1999;TSCO.O
2000;TSCO.O
2001;TSCO.O
2002;TSCO.O
2003;TSCO.O
2004;TSCO.O
2005;TSCO.O
2006;TSCO.O
2007;TSCO.O
2008;TSCO.O
2009;TSCO.O
2010;TSCO.O
2012;TSCO.O
2014;TSCO.O
2015;TSCO.O
1998;EMN
2000;EMN
2001;EMN
2002;EMN
2003;EMN
2004;EMN
2005;EMN
2006;EMN
2007;EMN
2008;EMN
2009;EMN
2010;EMN
2011;EMN
2012;EMN
2013;EMN
2014;EMN
2015;EMN
2016;EMN
2001;CSL
2002;CSL
2003;CSL
2004;CSL
2005;CSL
2006;CSL
2007;CSL
2008;CSL
2009;CSL
2011;CSL
2012;CSL
1999;TECD.O
2000;TECD.O
2007;TECD.O
2008;TECD.O
2010;TECD.O
2011;TECD.O
2005;BLK
2006;BLK
2000;NEE
2001;NEE
2002;NEE
2003;NEE
2004;NEE
2005;NEE
2006;NEE
2007;NEE
2008;NEE
2009;NEE
2011;NEE
2012;NEE
2013;NEE
2014;NEE
2015;NEE
2016;NEE
1998;TGI
1999;TGI
2000;TGI
2001;TGI
2004;TGI
2005;TGI
2006;TGI
2007;TGI
2008;TGI
1998;ETR
1999;ETR
1998;A
1999;A
2002;A
2003;A
2004;A
2012;A
2013;A
2014;THS
2001;MA
2002;MA
2003;MA
2004;MA
2005;MA
2006;MA
2007;MA
2008;MA
2009;MA
2010;MA
2011;MA
2012;MA
2013;MA
2014;MA
2015;MA
2011;LYB
2011;AXTA.K
2012;AXTA.K
2013;AXTA.K
2016;AXTA.K
2002;SRT
2003;SRT
2004;SRT
2007;SRT
1999;ESL
2000;ESL
2001;ESL
2005;ESL
2011;ESL
2010;ATR
2000;SCCO.K
2001;SCCO.K
2002;SCCO.K
2003;SCCO.K
2004;SCCO.K
2006;TIF
2007;TIF
2008;TIF
2010;SP.O
1998;THRM.O
1999;THRM.O
2010;THRM.O
2011;THRM.O
1999;UHAL.O
2000;UHAL.O
2001;UHAL.O
2002;UHAL.O
2003;UHAL.O
2014;UHAL.O
2007;SYMC.O
2008;SYMC.O
2009;SYMC.O
2014;SYMC.O
2003;AMP
2004;AMP
2005;AMP
2006;AMP
2007;AMP
2008;AMP
2009;AMP
2010;AMP
2011;AMP
2012;AMP
2014;AMP
2015;AMP
2016;AMP
2003;FNSR.O
2005;FNSR.O
2006;FNSR.O
2007;FNSR.O
2008;FNSR.O
2015;AVNS.K
2016;AVNS.K
2000;GPK
2001;GPK
2002;GPK
2003;GPK
2004;GPK
2005;GPK
2006;GPK
2007;GPK
2008;GPK
2010;GPK
2011;GPK
2012;GPK
2014;GPK
2016;GPK
2015;SERV.K
1998;ARCB.O
1999;ARCB.O
2000;ARCB.O
2001;ARCB.O
2002;ARCB.O
2003;ARCB.O
2004;ARCB.O
2006;ARCB.O
2008;ARCB.O
2012;ARCB.O
2013;ARCB.O
2016;ARCB.O
1998;GEF
1999;GEF
2000;GEF
2001;GEF
2002;GEF
2003;GEF
2004;GEF
2005;GEF
2006;GEF
2007;GEF
2008;GEF
2009;GEF
2010;GEF
2011;GEF
2012;GEF
2013;GEF
2014;GEF
2015;GEF
2016;GEF
2003;WIN.O
2004;WIN.O
2005;WIN.O
2008;WIN.O
2009;WIN.O
1998;PEG
1999;PEG
2000;PEG
2001;PEG
2002;PEG
2004;PEG
2006;PEG
2008;PEG
2000;LAD
2001;LAD
2003;LAD
2004;LAD
2005;LAD
2006;LAD
2007;LAD
2008;LAD
2009;LAD
2015;LAD
2016;LAD
1999;CXW
2001;CXW
2002;CXW
2006;CXW
2007;CXW
2002;RL
2002;CBS
2003;CBS
2004;CBS
2010;CBS
2011;CBS
2012;CBS
2013;CBS
2015;CBS
1998;RJF
1999;RJF
2002;RJF
2003;RJF
2004;RJF
2005;RJF
2007;RJF
2008;RJF
2015;RJF
1998;JEF
1999;JEF
2000;JEF
2001;JEF
2002;JEF
2003;JEF
2004;JEF
2005;JEF
2008;JEF
2009;JEF
2010;JEF
2011;JEF
2012;JEF
2013;JEF
1999;NEM
2000;NEM
2001;NEM
2003;NEM
2004;NEM
2005;NEM
2006;NEM
2014;NEM
2015;NEM
1998;EIX
1999;EIX
2000;EIX
2002;EIX
2003;EIX
2010;EIX
2011;EIX
2013;EIX
1999;PPL
2000;PPL
2001;PPL
2005;PPL
2006;PPL
2008;PPL
2009;PPL
2011;PPL
2013;PPL
2014;PPL
1999;AYI
2005;AYI
2006;AYI
2016;AYI
2014;ERI.O
1998;CAG
2000;CAG
2001;CAG
2002;CAG
2003;CAG
2004;CAG
2005;CAG
2006;CAG
2007;CAG
2008;CAG
2009;CAG
2012;CAG
2013;CAG
2014;CAG
2015;CAG
1998;SLGN.O
1999;SLGN.O
2000;SLGN.O
2001;SLGN.O
2002;SLGN.O
2003;SLGN.O
2004;SLGN.O
2005;SLGN.O
2006;SLGN.O
2008;SLGN.O
2009;SLGN.O
2010;SLGN.O
2011;SLGN.O
2012;SLGN.O
2014;SLGN.O
2015;SLGN.O
2016;SLGN.O
1998;SCE_pe
2002;SCE_pe
2013;SCE_pe
1998;EW
1999;EW
2001;EW
2002;EW
2003;EW
2004;EW
2005;EW
2006;EW
2007;EW
2008;EW
2009;EW
2011;EW
2013;EW
2014;EW
2016;EW
1998;WEN.O
1999;WEN.O
2001;WEN.O
2004;WEN.O
2006;WEN.O
2007;WEN.O
2009;WEN.O
2010;WEN.O
2013;WEN.O
2015;WEN.O
2009;DSW
2010;DSW
1998;TUP
1999;TUP
2001;TUP
2002;TUP
2003;TUP
2004;TUP
2005;TUP
2006;TUP
2007;TUP
2008;TUP
2009;TUP
2010;TUP
2012;TUP
2013;TUP
2014;TUP
2015;TUP
2016;TUP
2001;CAL
2002;CAL
2003;CAL
2006;CAL
2011;CAL
2012;CAL
1999;GBX
2000;GBX
2001;GBX
2002;GBX
2004;GBX
2007;GBX
2001;AAN
2002;AAN
2006;AAN
2007;AAN
2008;GHC
2009;GHC
2010;GHC
2011;GHC
2012;GHC
2013;GHC
2014;GHC
2015;GHC
1998;RHT
1999;RHT
2000;RHT
1998;COO
1999;COO
2000;COO
2001;COO
2002;COO
2003;COO
2004;COO
2005;COO
2006;COO
2007;COO
2008;COO
2009;COO
2010;COO
2011;COO
2012;COO
2013;COO
2014;COO
2015;COO
2016;COO
1998;CRL
1999;CRL
2001;CRL
2002;CRL
2004;CRL
2005;CRL
2015;CRL
2016;CRL
2015;RLGY.K
2000;MDR
2001;MDR
2002;MDR
2004;MDR
2006;MDR
2008;MDR
2009;MDR
2010;MDR
2012;MDR
2014;MDR
2015;MDR
1998;SEB
1999;SEB
1999;MKC
2000;MKC
2001;MKC
2002;MKC
2003;MKC
2004;MKC
2005;MKC
2006;MKC
2008;MKC
2009;MKC
2010;MKC
2011;MKC
2012;MKC
2013;MKC
2014;MKC
2016;MKC
1998;SCS
2001;SCS
2002;SCS
2000;MOD
2003;MOD
2004;MOD
2005;MOD
2006;MOD
2007;MOD
2009;MOD
2010;MOD
1998;SNPS.O
1999;SNPS.O
2000;SNPS.O
2001;SNPS.O
2002;SNPS.O
2003;SNPS.O
2004;SNPS.O
2005;SNPS.O
2006;SNPS.O
2007;SNPS.O
2008;SNPS.O
2009;SNPS.O
2010;SNPS.O
2011;SNPS.O
2012;SNPS.O
2013;SNPS.O
2014;SNPS.O
2015;SNPS.O
2016;SNPS.O
2001;CHSCP.O
2003;CHSCP.O
2004;CHSCP.O
2005;CHSCP.O
2006;CHSCP.O
2007;CHSCP.O
2008;CHSCP.O
2005;NUAN.O
2007;NUAN.O
2008;NUAN.O
1999;NVDA.O
2000;NVDA.O
2003;NVDA.O
2004;NVDA.O
2002;LII
2003;LII
2004;LII
2010;LII
2011;LII
2015;LII
2016;LII
2010;POST.K
1998;COP
1999;COP
2000;COP
2001;COP
2002;COP
2003;COP
2004;COP
2005;COP
2006;COP
2007;COP
2008;COP
2009;COP
2010;COP
2011;COP
2012;COP
2014;COP
2015;COP
2016;COP
2000;NAV
2001;NAV
2002;NAV
2003;NAV
2004;NAV
2006;NAV
2007;NAV
1999;AFL
2000;AFL
2001;AFL
2003;AFL
2005;AFL
2006;AFL
2007;AFL
2008;AFL
2009;AFL
2010;AFL
2011;AFL
2012;AFL
2013;AFL
2015;AFL
2016;AFL
1998;CA.O
2002;CA.O
2003;CA.O
2004;CA.O
1999;XEL.O
2000;XEL.O
2001;XEL.O
2002;XEL.O
2005;XEL.O
2006;XEL.O
2007;XEL.O
2009;XEL.O
2012;XEL.O
2013;XEL.O
2000;OXY
2001;OXY
2004;OXY
2005;OXY
2006;OXY
2008;OXY
2009;OXY
2012;OXY
2013;OXY
1998;TSS
1999;TSS
2000;TSS
2001;TSS
2002;TSS
2003;TSS
2004;TSS
2005;TSS
2006;TSS
2007;TSS
2008;TSS
2009;TSS
2011;TSS
2012;TSS
2013;TSS
2014;TSS
2015;TSS
2016;TSS
1998;BIG
1999;BIG
2002;BIG
2003;BIG
2004;BIG
2013;BIG
2012;HDS.O
2013;HDS.O
2014;HDS.O
2015;HDS.O
2016;HDS.O
2000;INGR.K
1998;PKI
1999;PKI
2000;PKI
2001;PKI
2002;PKI
2003;PKI
2004;PKI
2008;PKI
2009;PKI
2011;PKI
2015;PKI
2016;PKI
1998;PII
1999;PII
2000;PII
2001;PII
2002;PII
2003;PII
2005;PII
2007;PII
2008;PII
2009;PII
2010;PII
2011;PII
2012;PII
2013;PII
2014;PII
2015;PII
2016;PII
2012;VAC
2015;VAC
1998;MATW.O
2002;MATW.O
1998;WSM
1999;WSM
2009;KMI
2010;KMI
2011;CTLT.K
2012;CTLT.K
2008;VIAB.O
2001;TEX
2002;TEX
2003;TEX
2007;TEX
2008;TEX
2009;TEX
2010;TEX
2011;TEX
2012;TEX
2015;TEX
2000;KMT
2003;KMT
2006;KMT
1998;LFUS.O
1999;LFUS.O
2000;LFUS.O
2002;LFUS.O
2003;LFUS.O
2005;LFUS.O
2006;LFUS.O
2007;LFUS.O
2008;LFUS.O
2009;LFUS.O
2010;LFUS.O
2011;LFUS.O
2012;LFUS.O
2013;LFUS.O
2015;LFUS.O
2016;LFUS.O
1998;MGLN.O
1999;MGLN.O
2000;MGLN.O
2001;MGLN.O
2004;MGLN.O
2014;MGLN.O
2015;MGLN.O
2003;VMI
2004;VMI
1998;CR
1999;CR
2000;CR
2002;CR
2003;CR
2004;CR
2005;CR
2007;CR
2008;CR
2009;CR
2010;CR
2011;CR
2012;CR
2013;CR
2014;CR
2016;CR
2003;CATO.K
1998;AMTD.O
1999;AMTD.O
2002;AMTD.O
2004;IIVI.O
2011;IIVI.O
2012;IIVI.O
1998;TDY
1999;TDY
2008;TDY
2009;TDY
2008;NTAP.O
1999;EFX
2000;EFX
2008;EFX
2009;EFX
2000;DTE
2001;DTE
2002;DTE
2003;DTE
2004;DTE
2005;DTE
2006;DTE
2010;SMRT.O
2011;SMRT.O
2001;MDU
2002;MDU
2013;MDU
2014;MDU
2015;MDU
2011;OMF
2012;OMF
2015;OMF
2005;TVC
1998;ZION.O
1999;ZION.O
2002;ZION.O
2003;ZION.O
2014;ZION.O
2015;ZION.O
1998;TPC
2000;TPC
2001;TPC
1999;VLO
2000;VLO
2002;VLO
2003;VLO
2004;VLO
2005;VLO
2007;VLO
2008;VLO
2009;VLO
2010;VLO
2011;VLO
2012;VLO
2013;VLO
2016;VLO
1998;GILD.O
2001;GILD.O
2007;GILD.O
2003;GPN
2004;GPN
2008;GPN
2009;GPN
2002;VC.O
2006;VC.O
2010;VC.O
2011;VC.O
2012;VC.O
2013;VC.O
2014;VC.O
2003;HUN
2004;HUN
2005;HUN
2006;HUN
2008;HUN
2009;HUN
2015;HUN
2016;HUN
1998;HRC
2001;HRC
2002;HRC
2005;HRC
2006;HRC
2005;UFS
2006;UFS
2002;UFPI.O
2008;UFPI.O
1998;TDS
1999;TDS
2000;TDS
2001;TDS
2003;TDS
2004;TDS
2005;TDS
2016;CWH
2000;LCII.K
2001;LCII.K
1998;ATVI.O
1999;ATVI.O
2000;ATVI.O
2001;FLO
2002;FLO
2000;DAR
2001;DAR
2004;SAIA.O
2005;SAIA.O
1998;SAH
2000;SAH
2001;SAH
2002;SAH
2003;SAH
2004;SAH
2005;SAH
2006;SAH
2007;SAH
2008;SAH
2011;SAH
1999;ITGR.K
2001;ITGR.K
2004;ITGR.K
2007;ITGR.K
2008;ITGR.K
2003;UNFI.O
2004;UNFI.O
1999;URBN.O
2002;URBN.O
2003;URBN.O
1998;STZ
1999;STZ
2000;STZ
2001;STZ
2002;IMKTA.O
2006;IMKTA.O
2004;BEN
1998;UNM
2001;UNM
2002;UNM
2010;UNM
2011;UNM
2002;AMWD.O
2003;AMWD.O
2005;HSC
2006;HSC
2014;HSC
1998;JNPR.K
1999;JNPR.K
2000;JNPR.K
2001;JNPR.K
2002;JNPR.K
2003;JNPR.K
2004;JNPR.K
2005;JNPR.K
2006;JNPR.K
2007;JNPR.K
2009;JNPR.K
2010;JNPR.K
2013;JNPR.K
2014;JNPR.K
2015;JNPR.K
2016;JNPR.K
2003;LHCG.O
2004;LHCG.O
2005;LHCG.O
1999;EA.O
2015;EA.O
2016;EA.O
1998;WY
2002;WY
2003;WY
2004;WY
2005;WY
2006;WY
2007;WY
2008;WY
2009;WY
2010;WY
2012;WY
2013;WY
2014;WY
2015;WY
2010;AFSI.O
2013;AFSI.O
2014;AFSI.O
2015;AFSI.O
2000;USX
2002;USX
1999;BGCP.O
2000;BGCP.O
2003;BGCP.O
2004;BGCP.O
2005;BGCP.O
2006;BGCP.O
2007;BGCP.O
2008;BGCP.O
2014;BGCP.O
2015;BGCP.O
2016;BGCP.O
2001;CTB
2002;CTB
2003;CTB
2005;CTB
2006;CTB
2008;CTB
1998;AKS
1999;AKS
2000;AKS
2001;AKS
2002;AKS
2003;AKS
2004;AKS
2005;AKS
2006;AKS
2007;AKS
2008;AKS
2009;AKS
2010;AKS
2011;AKS
2012;AKS
2013;AKS
2014;AKS
2015;AKS
2016;AKS
2002;LEN
2003;LEN
2009;LEN
1998;WCC
1999;WCC
2000;WCC
2001;WCC
2003;WCC
2004;WCC
2005;WCC
2006;WCC
2007;WCC
2008;WCC
2009;WCC
2010;WCC
2011;WCC
2012;WCC
2013;WCC
2014;WCC
2015;WCC
2016;WCC
2013;BMCH.O
2014;BMCH.O
2008;HNI
2009;HNI
1998;SPTN.O
1999;SPTN.O
2000;SPTN.O
2001;SPTN.O
2002;SPTN.O
2003;SPTN.O
2004;SPTN.O
2006;SPTN.O
2007;SPTN.O
2008;SPTN.O
2009;SPTN.O
1998;FDS
2000;FDS
2003;FDS
2004;GIII.O
2014;GIII.O
2015;GIII.O
2009;RCM.O
2010;RCM.O
2011;RCM.O
1998;LNC
1999;LNC
2001;LNC
2002;LNC
2003;LNC
2004;LNC
2005;LNC
2007;LNC
2008;LNC
2010;LNC
2011;LNC
2012;SABR.O
2013;SABR.O
2002;LZB
2003;LZB
2004;LZB
2005;LZB
2011;LZB
2003;SCHL.O
2004;SCHL.O
2005;SCHL.O
2006;SCHL.O
2007;SCHL.O
2008;SCHL.O
2012;SCHL.O
2013;SCHL.O
2001;BGFV.O
2002;BGFV.O
2003;BGFV.O
2005;BGFV.O
1999;AMD.O
2000;AMD.O
2001;AMD.O
2002;AMD.O
2003;AMD.O
2004;AMD.O
2005;AMD.O
2006;AMD.O
2007;AMD.O
2008;AMD.O
2009;AMD.O
2010;AMD.O
2011;AMD.O
2013;AMD.O
